#,Name,ClassJobCategory[0],ClassJobCategory[1],MissionTime,MissionReward,SilverStarRequirement,GoldStarRequirement,MissionToDo[0],MissionToDo[1],MissionToDo[2],LockedBehind,WKSMissionSupplyItem,WKSMissionRecipe,PlaceName,SortKey,WKSMissionText,WKSFunction,LevelGroup,Unknown0,WKSMissionLotterySpecialCond,IsSynced,IsSpecialQuest
447,【高難】採集精密空氣淨化裝置所需的材料,18,0,600,447,900,1100,139,0,0,445,0,0,5233,10000,63,3,5,1,0,0,False
448,【高難+】傳承錄級材料的採集調查,18,0,300,448,900,1300,140,0,0,0,0,0,5233,10000,64,4,6,1,12,0,False
449,【高難+】傳承錄級材料的採集調查 II,18,0,300,449,1330,1730,141,0,0,448,0,0,5233,10000,64,3,6,1,0,0,False
450,【高難+】傳承錄級材料的採集調查 III,18,0,180,450,1800,2250,142,0,0,449,0,0,5233,10000,64,4,6,1,0,0,False
451, 午餐食材的緊急委託,19,0,1800,451,16700,16900,8,0,0,0,5,0,5206,0,67,0,1,0,0,1,False
452, 大型水產品的捕獲調查,19,0,1800,452,630,1280,9,0,0,0,6,0,5207,0,69,0,1,0,0,1,False
453, 協助調查基地西側的水質,19,0,1800,453,15100,15300,10,0,0,0,7,0,5208,0,65,0,1,0,0,1,False
454, 籌備水產品食材,19,0,1800,454,1300,1500,11,0,0,0,8,0,5209,0,73,0,1,0,0,1,False
455, 儲淚池的生態調查,19,0,1800,455,16600,16800,12,0,0,0,9,0,5206,0,66,0,1,0,0,1,False
456, 大量籌備鍊金藥所需的材料,19,0,1800,456,5200,5500,13,0,0,0,10,0,5207,0,71,0,1,0,0,1,False
457, 巨型魚捕獲調查,19,0,1800,457,2040,3690,14,0,0,0,11,0,5209,0,69,0,2,0,0,1,False
458, 同種樣本的環境調查,19,0,1800,458,15000,15400,15,0,0,0,12,0,5206,0,65,0,2,0,0,1,False
459, 籌備偏光塗料所需的水產品,19,0,1800,459,1500,2000,16,0,0,0,13,0,5208,0,73,0,2,0,0,1,False
460, 基地東南水池的生態調查,19,0,1800,460,3000,4000,17,0,0,0,14,0,5209,0,68,0,2,0,0,1,False
461, 大量籌備魚醬所需的材料,19,0,1800,461,31000,37000,18,0,0,0,15,0,5206,0,71,0,2,0,0,1,False
462, 協助提高水產品樣本的品質,19,0,1800,462,300,1000,19,0,0,0,16,0,5208,0,74,3,2,0,0,1,False
463, 協助調查基地西北側的水質,19,0,1800,463,12500,13000,20,0,0,0,17,0,5207,0,66,0,2,0,0,1,False
464, 協助調查空葫蘆港的水質,19,0,1800,464,15600,16100,21,0,0,0,18,0,5210,0,65,0,3,0,0,1,False
465, 籌備水產品儲備糧,19,0,1800,465,3500,3700,22,0,0,0,19,0,5206,0,73,0,3,0,0,1,False
466, 空葫蘆港的生態調查,19,0,1800,466,4000,5000,23,0,0,0,20,0,5210,0,68,0,3,0,0,1,False
467, 與最大個體有關的生態調查,19,0,1800,467,5540,6280,24,0,0,0,21,0,5207,0,72,0,3,0,0,1,False
468, 籌備加工所需的魔泉生物,19,0,1800,468,3800,4500,25,0,0,0,22,0,5211,0,74,11,3,0,0,1,False
469, 西側小跳印記的生態調查,19,0,1800,469,15500,16100,26,0,0,0,23,0,5208,0,66,0,3,0,0,1,False
470, 緊急籌備晚餐食材,19,0,1800,470,15100,15500,27,0,0,0,24,0,5209,0,67,0,3,0,0,1,False
471, 採集鍊金藥所需的水產品,19,0,1800,471,44000,50000,28,0,0,0,25,0,5211,0,71,10,3,0,0,1,False
472,北側小跳印記的生態調查,19,0,1800,472,15800,16100,29,0,0,0,26,0,5207,11200,65,0,4,0,0,0,False
473,稀有水產品的捕獲調查,19,0,1800,473,3000,3500,30,0,0,0,27,0,5208,11200,70,3,4,0,0,0,False
474,緊急籌備水產食材,19,0,1800,474,14700,14850,31,0,0,0,28,0,5210,11200,67,0,4,0,0,0,False
475,精密水質調查,19,0,1800,475,7200,7700,32,0,0,0,29,0,5211,11200,73,10,4,0,0,0,False
476,採集精密加工所需的水產品,19,0,1800,476,10000,15000,33,0,0,0,30,0,5210,11200,74,3,4,0,0,0,False
477,【高難】大型水產品的捕獲調查,19,0,1800,477,10240,10260,34,0,0,0,31,0,5206,11100,69,0,5,0,0,0,False
478,【高難】大量籌備鍊金藥所需的材料,19,0,1800,478,34000,36000,35,0,0,0,32,0,5209,11100,71,0,5,0,0,0,False
479,【高難】協助月底魔泉瀑布的技術實驗,19,0,1800,479,2250,2650,36,0,0,0,33,0,5214,11100,70,11,5,2,0,0,False
480,【高難】緊急籌備水產食材,19,0,1800,480,15300,15500,37,0,0,0,34,0,5212,11100,67,10,5,1,14,0,False
481,【高難+】砷海的生態調查,19,0,300,481,1600,2000,38,0,0,0,35,0,5211,11000,65,10,6,0,13,0,False
482,【高難+】大型水產品的捕獲調查,19,0,240,482,8500,8550,39,0,0,0,36,0,5210,11000,69,0,6,0,14,0,False
483,檢驗釣場的多樣性,19,0,1800,483,5000,6000,40,0,0,0,37,0,5211,11200,75,10,4,0,0,0,False
484,【高難】檢驗釣場的多樣性,19,0,1800,484,14700,15700,41,0,0,483,38,0,5209,11100,75,0,5,0,0,0,False
485,採集精密淨水裝置所需的材料,19,0,1800,485,6500,6540,42,0,0,0,39,0,5208,11200,76,0,4,0,0,0,False
486,【高難】採集精密淨水裝置所需的材料,19,0,1800,486,15900,16200,43,0,0,485,40,0,5206,11100,76,0,5,0,0,0,False
487,【高難+】採集精密淨水裝置所需的材料,19,0,270,487,9600,12300,44,0,0,486,41,0,5210,11000,76,0,6,0,0,0,False
488,【高難】調查共生物種的生態,19,0,1800,488,12200,12900,45,0,0,0,42,0,5207,11100,77,0,5,0,0,0,False
489,【高難+】調查共生物種的生態,19,0,300,489,3050,3450,46,0,0,488,43,0,5212,11000,77,11,6,1,0,0,False
490,採集魔泉環境的樣本,19,0,1800,490,4830,9240,47,0,0,0,44,0,5211,11200,78,10,4,0,4,0,False
491,【高難】採集魔泉環境的樣本,19,0,1800,491,5000,6000,48,0,0,490,45,0,5213,11100,78,10,5,1,0,0,False
492,【高難+】採集魔泉環境的樣本,19,0,300,492,11640,23140,49,0,0,491,46,0,5214,11000,78,10,6,2,0,0,False
493,【高難+】調查未知水生生物,19,0,240,493,300,800,50,0,0,0,47,0,5214,11000,79,10,6,2,10,0,False
494,【高難+】調查未知水生生物 II,19,0,510,494,1600,2300,51,0,0,493,48,0,5211,11000,79,10,6,2,0,0,False
495,【高難+】調查未知水生生物 III,19,0,480,495,8000,20000,52,0,0,494,49,0,5213,11000,79,10,6,2,0,0,False
496,【高難】增產研究水產品所需的貨箱,17,9,1200,496,1800,2700,503,0,0,0,458,362,5230,20100,81,0,5,0,0,0,False
497,【高難】製作抗震貨箱,17,11,1200,497,1800,2700,504,0,0,0,459,363,5220,20100,81,0,5,0,0,0,False
498,【高難】母星的治癒香爐,17,12,1200,498,1800,2700,505,0,0,0,460,364,5221,20100,83,0,5,0,0,0,False
499,【高難+】用岩盤挖掘機開路,17,10,1200,499,1800,2700,506,0,0,0,461,365,5220,20000,82,0,6,3,13,0,False
500,【高難+】月面材料的鞣革,17,13,1200,500,1800,2700,507,0,0,0,462,366,5226,20000,84,0,6,4,14,0,False
501,【高難+】高級的光滑地板,17,14,1200,501,1800,2700,508,0,0,0,463,367,5232,20000,83,0,6,5,13,0,False
502,【高難】現場籌備鞣料,18,13,1200,502,1800,2700,509,0,0,0,464,368,5220,20100,84,0,5,0,0,0,False
503,【高難】加工特異菌絲,18,14,1200,503,1800,2700,510,0,0,0,465,369,5222,20100,84,0,5,0,0,0,False
504,【高難】保持新鮮度的食品加工,18,16,1200,504,1800,2700,511,0,0,0,466,370,5220,20100,86,0,5,0,0,0,False
505,【高難+】使用月面材料的採集工具,18,9,1200,505,1800,2700,512,0,0,0,467,371,5227,20000,82,0,6,6,14,0,False
506,【高難+】製造高火力爐,18,11,1200,506,1800,2700,513,0,0,0,468,372,5222,20000,82,0,6,7,13,0,False
507,【高難+】讓房間充滿蘑菇的溫暖,18,15,1200,507,1800,2700,514,0,0,0,469,373,5220,20000,83,0,6,8,14,0,False
508,【高難】加工水產金屬錠,19,10,1200,508,1800,2700,515,0,0,0,454,374,5209,20100,85,0,5,0,0,0,False
509,【高難】製作改良版月凝膠,19,15,1200,509,1800,2700,516,0,0,0,455,375,5208,20100,85,0,5,0,0,0,False
510,【高難+】如水晶一般的寶石,19,12,1200,510,1800,2700,517,0,0,0,456,376,5211,20000,85,10,6,9,13,0,False
511,【高難+】製作鰻魚預製菜,19,16,1200,511,1800,2700,518,0,0,0,457,377,5210,20000,86,0,6,10,14,0,False
512, 製作工作所需的落腳台,9,0,1200,512,0,0,519,520,0,0,414,378,5223,24000,87,0,1,1,0,1,True
513, 製作助燃材料,9,0,1200,513,0,0,521,522,0,0,415,379,5222,24000,95,0,1,13,0,1,True
514, 製作新型菌絲建材,9,0,1200,514,0,0,523,524,0,0,416,380,5222,24500,98,0,1,13,0,1,True
515, 製作挖掘隕石的鑽頭,10,0,1200,515,0,0,525,526,0,0,419,383,5220,24000,91,0,1,0,0,1,True
516, 製作吸引器的吸嘴,10,0,1200,516,0,0,529,530,0,0,423,387,5224,24000,93,0,1,16,0,1,True
517, 製作火焰噴射器的零件,10,0,1200,517,0,0,527,528,0,0,420,384,5222,24000,97,0,1,13,0,1,True
518, 製作吸引器的備用水箱,11,0,1200,518,0,0,531,532,0,0,424,388,5220,24000,89,0,1,0,0,1,True
519, 製作月球車的維修金屬板,11,0,1200,519,0,0,533,534,0,0,426,390,5220,24500,92,0,1,0,0,1,True
520, 製作氣罐,11,0,1200,520,0,0,535,536,0,0,428,392,5224,24000,93,0,1,16,0,1,True
521, 製作照明修理用具,12,0,1200,521,0,0,537,538,0,0,429,393,5223,24000,87,0,1,1,0,1,True
522, 製作吸引器的精密零件,12,0,1200,522,0,0,541,542,0,0,432,396,5220,24000,89,0,1,0,0,1,True
523, 製作月球車的維修零件,12,0,1200,523,0,0,539,540,0,0,430,394,5220,24500,92,0,1,0,0,1,True
524, 製作切削施工所需的手套,13,0,1200,524,0,0,543,544,0,0,434,398,5220,24000,91,0,1,0,0,1,True
525, 製作防毒面具,13,0,1200,525,0,0,545,546,0,0,436,400,5224,24000,93,0,1,16,0,1,True
526, 製作施工所需的防火靴,13,0,1200,526,0,0,547,548,0,0,437,401,5222,24000,95,0,1,13,0,1,True
527, 製作整備所需的布匹,14,0,1200,527,0,0,551,552,0,0,440,404,5223,24000,87,0,1,1,0,1,True
528, 製作施工所需的防火布,14,0,1200,528,0,0,553,554,0,0,441,405,5222,24000,95,0,1,13,0,1,True
529, 製作新型菌絲布匹,14,0,1200,529,0,0,549,550,0,0,439,403,5222,24500,98,0,1,13,0,1,True
530, 製作特殊保護劑,15,0,1200,530,0,0,555,556,0,0,444,408,5220,24000,89,0,1,0,0,1,True
531, 製作解毒劑,15,0,1200,531,0,0,559,560,0,0,448,412,5224,24500,94,0,1,16,0,1,True
532, 製作火焰噴射器的燃料,15,0,1200,532,0,0,557,558,0,0,447,411,5222,24000,97,0,1,13,0,1,True
533, 製作儲備糧,16,0,1200,533,0,0,561,562,0,0,449,413,5220,24500,88,0,1,1,0,1,True
534, 製作輔食果凍,16,0,1200,534,0,0,563,564,0,0,450,414,5224,24500,94,0,1,16,0,1,True
535, 調查變異菌床的成分,16,0,1200,535,0,0,565,566,0,0,451,415,5220,24500,96,0,1,13,0,1,True
536, 籌備絕緣物資,17,0,1200,536,0,0,567,568,0,0,0,0,5220,24500,88,0,1,1,0,1,True
537, 搜索墜落的無人機,17,0,1200,537,0,0,569,570,0,0,0,0,5220,24500,90,0,1,0,0,1,True
538, 回收稀有隕鐵,17,0,1200,538,0,0,571,572,0,0,0,0,5220,24000,91,0,1,0,0,1,True
539, 籌備藥劑所需的菌核,18,0,1200,539,0,0,577,578,0,0,0,0,5224,24500,94,0,1,16,0,1,True
540, 調查孢子霧對植被的影響,18,0,1200,540,0,0,575,576,0,0,0,0,5220,24500,96,0,1,13,0,1,True
541, 採集有益菌類,18,0,1200,541,0,0,573,574,0,0,0,0,5222,24500,98,0,1,13,0,1,True
542, 籌備食用魚,19,0,1200,542,0,0,579,580,0,0,411,0,5208,24500,88,0,1,1,0,1,True
543, 搜索落水的無人機,19,0,1200,543,0,0,581,582,0,0,410,0,5207,24500,90,0,1,0,0,1,True
544, 捕獲變異的魚,19,0,1200,544,0,0,583,584,0,0,413,0,5206,24500,96,0,1,13,0,1,True
545,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
546,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
547,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
548,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
549,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
550,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
551,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
552,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
553,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
554,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
555,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
556,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
557,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
558,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
559,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
560,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
561,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
562,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
563,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
564,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
565,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
566,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
567,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
568,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
569,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
570,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
571,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
572,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
573,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
574,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
575,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
576,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
577,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
578,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
579,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
580,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
581,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
582,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
583,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
584,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
585,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
586,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
587,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
589,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
590,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
591,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
592,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
593,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
594,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
595,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
596,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
597,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
598,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
599,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
602,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
603,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
604,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
606,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
607,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
608,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
609,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
610,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
611,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
612,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
613,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
614,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
615,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
616,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
617,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
618,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
619,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
620,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
621,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
622,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
623,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
624,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
627,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
628,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
629,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
630,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
631,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
632,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
633,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
634,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
635,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
636,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
637,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
638,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
639,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
640,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
641,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
642,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
643,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
644,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
645,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
646,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
647,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
649,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
650,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
651,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
652,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
653,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
654,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
655,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
656,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
657,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
658,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
659,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
661,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
662,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
663,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
664,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
665,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
666,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
668,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
669,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
671,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
672,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
673,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
674,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
675,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
676,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
677,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
678,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
679,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
680,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
681,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
682,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
683,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
684,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
685,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
686,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
687,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
688,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
689,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
690,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
691,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
692,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
693,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
694,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
695,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
696,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
697,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
698,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
699,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
700,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
701,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
702,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
703,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
704,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
705,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
706,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
707,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
708,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
709,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
710,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
711,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
712,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
713,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
714,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
715,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
