#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
239,"/角色扮演中 指令
/roleplaying
將在線狀態設定為「角色扮演中」。
>>指令
**開(on)**
　將狀態改成「角色扮演中」。
**關(off)**
　將狀態改回「在線」。
**無指令**
　在「角色扮演中」與「在線」之間切換。",/角色扮演中,/roleplaying,/roleplaying,,0,36,2,1,2,0,0
251,"/技能 技能名 代名詞
/action、/ac
對指定目標使用指定技能。如果身處無法使用技能的環境，或者還沒有學會指定技能，則命令無效。

在技能會使用到地面目標的情況下，為技能名後設定指令可以指定操作模式。
代名詞
　省略地面目標模式，直接向指定目標發動技能。
地面關
　省略地面目標模式，直接發動技能。
>>示例
/技能 重劈 <目標>
對目前所選擇的目標執行技能「重劈」。
/技能 療傷 <2>
對小隊列表中的2號隊員執行技能「療傷」。
/技能 縮地 <目標>
對選擇目標的位置執行技能「縮地」。
/技能 縮地 地面關
對所指的位置直接執行技能「縮地」。",/技能,,/action,/ac,0,36,3,2,3,2,0
252,"/武器狀態 指令
/battlemode、/bm
切換拔出和收回武器狀態。
>>指令
**開(on)**
　切換到拔出武器狀態
**關(off)**
　切換到收回武器狀態
**無指令**
　在拔出和收回武器狀態之間切換。",/武器狀態,,/battlemode,/bm,0,36,2,1,2,0,0
253,"/選中 代名詞
/target、/ta
選中指定的玩家。
離自己過遠的玩家無法選擇。
>>示例
/選中 <2>
選中小隊列表中的2號隊員。",/選中,,/target,/ta,0,36,2,0,0,0,0
254,"/選中最近玩家(/最近玩家)
/targetpc、/tpc
選中可選範圍內離自己距離最近的玩家。",/選中最近玩家,/最近玩家,/targetpc,/tpc,0,36,1,0,0,0,0
255,"/選中最近NPC(/最近NPC)
/targetnpc、/tnpc
選中可選範圍內離自己最近的NPC角色。",/選中最近NPC,/最近NPC,/targetnpc,/tnpc,0,36,1,0,0,0,0
256,"/選中最近敵人(/最近敵人)
/targetenemy、/tenemy
選中可選範圍內離自己距離最近的敵人。",/選中最近敵人,/最近敵人,/targetenemy,/tenemy,0,36,1,0,0,0,0
257,"/戰鬥目標
/battletarget、/bt
選中敵視自己的距離最近的敵人。",/戰鬥目標,,/battletarget,/bt,0,36,1,0,0,0,0
258,"/目標的目標 代名詞
/assist、/as
將指定玩家的目前選中的目標作為自己的目標選中。
>>示例
/目標的目標 <2>
選中小隊列表中的2號隊員選中的目標。",/目標的目標,,/assist,/as,0,36,2,0,0,0,0
259,"/轉向目標
/facetarget、/ft
轉身面向目前所選目標的方向。",/轉向目標,,/facetarget,/ft,0,36,1,0,0,0,0
260,"/右側選擇
/nexttarget、/nt
從螢幕右側開始按順時針方向順次選中敵人。",/右側選擇,,/nexttarget,/nt,0,36,1,0,0,0,0
261,"/左側選擇
/previoustarget
從螢幕左側開始按逆時針方向順次選中敵人。",/左側選擇,,/previoustarget,,0,36,1,0,0,0,0
262,"/上次目標
/targetlasttarget、/tlt
選中上次選中的目標。",/上次目標,,/targetlasttarget,/tlt,0,36,1,0,0,0,0
263,"/前次敵人
/targetlastenemy、/tle
重新選中前一次選中的敵人。",/前次敵人,,/targetlastenemy,/tle,0,36,1,0,0,0,0
264,"/鎖定 指令
/lockon、/lo
鎖定或解除鎖定目前選中的目標。
>>指令
**開(on)**
　鎖定目標。
**關(off)**
　解除鎖定。
**無指令**
　在鎖定與解除鎖定之間切換。",/鎖定,,/lockon,/lo,0,36,2,1,2,0,0
265,"/焦點目標 代名詞
/focustarget
將指定玩家設定為焦點目標。省略代名詞會指定目前所選目標為焦點目標。
>>範例
/焦點目標 <目標>
將目前所選擇的目標設定為焦點目標。",/焦點目標,,/focustarget,,0,36,2,0,0,0,0
267,"/召喚獸技能 召喚獸技能名 代名詞
/petaction、/pac
命令召喚獸對指定目標使用指定召喚獸技能。以自己或召喚獸為目標的技能可省略輸入代名詞。如果身處無法使用技能的環境，或者指定召喚獸技能以外的技能，或者還沒有學會指定召喚獸技能，則命令無效。
>>示例
/召喚獸技能 等待指示
讓召喚獸執行「等待指示」的命令。",/召喚獸技能,,/petaction,/pac,0,36,3,2,5,2,0
268,"/搭檔技能 搭檔技能名
/companionaction、/cac
命令搭檔使用指定搭檔技能。無需指定目標。如果身處無法使用技能的環境，或者命令搭檔技能以外的技能，或者還沒有學會命令的搭檔技能，則命令無效。
>>示例
/搭檔技能 自由戰術
讓搭檔執行「自由戰術」的命令。",/搭檔技能,/cac,/companionaction,/cac,0,36,2,1,6,0,0
269,"/面向鏡頭
/facecamera、/fcam
將角色視線轉向鏡頭視角，再次發動時會解除。",/面向鏡頭,,/facecamera,/fcam,0,36,1,0,0,0,0
270,"/等級同步 指令
/levelsync、/lsync
在F.A.T.E.等有等級限制的情況時使用這個命令可以進行等級同步。
>>指令
**開(on)**
　開啟等級同步。
**關(off)**
　解除等級同步。
**無指令**
　在開啟或解除狀態中切換。",/等級同步,,/levelsync,/lsync,0,36,2,1,2,0,0
271,"/坐騎 坐騎名
/mount
乘上指定的坐騎。在騎乘狀態下會跳下坐騎。省略坐騎名時也會跳下坐騎。在飛行狀態時會迅速下降。
>>示例
/坐騎 專屬陸行鳥
騎上坐騎「專屬陸行鳥」。",/坐騎,,/mount,,0,36,2,1,9,0,0
272,"/額外技能 技能名 指令
/additionalaction、/aaction
曾經被認為是可以設定額外技能的功能。
※因系統調整現在已無法使用。",/額外技能,,/additionalaction,/aaction,1000,36,3,2,3,2,0
273,"/共通技能 共通技能名 代名詞
/generalaction、/gaction
對指定的玩家發動指定的共通技能。處於無法發動共通技能的環境中指令無效，沒有學會的共通技能也無法發動。

在技能會使用到地面目標的情況下，為技能名後設定指令可以指定操作模式。
代名詞
　省略地面目標模式，直接向指定目標發動技能。
地面關
　省略地面目標模式，直接發動技能。
>>示例
/共通技能 隨機坐騎
發動共通技能「隨機坐騎」。
/共通技能 任務指令1 <目標>
對目標發動任務指令中的第一個技能。",/共通技能,,/generalaction,/gaction,0,36,3,2,10,2,0
274,"/寵物 寵物名
/minion
召喚出指定的寵物。在已經召喚出寵物的情況下，指定該寵物的名字或省略寵物名會讓寵物離開。
>>示例
/寵物 巧兒陸行鳥
召喚出寵物「巧兒陸行鳥」。",/寵物,,/minion,,0,36,2,1,8,0,0
275,"/解除狀態 強化狀態名
/statusoff
解除指定的強化狀態效果。
>>示例
/解除狀態 捨身
解除強化效果「捨身」。",/解除狀態,,/statusoff,,0,36,2,0,0,0,0
276,"/PvP額外技能 PvP額外技能1  PvP額外技能2
/addpvpaction、/apa
曾經被認為是可以設定 PvP額外技能的功能。
※因系統調整現在已無法使用。",/PvP額外技能,,/addpvpaction,/apa,1000,36,3,0,0,0,0
277,"/PvP技能  PvP技能名 代名詞
/pvpaction、/pvpac
對指定目標使用指定 PvP技能。如果身處無法使用技能的環境，或者還沒有學會指定技能，則命令無效。

在技能會使用到地面目標的情況下，為技能名後設定指令可以指定操作模式。
代名詞
　省略地面目標模式，直接向指定目標發動技能。
地面關
　省略地面目標模式，直接發動技能。
>>示例
/PvP技能 暴風斬連擊 <目標>
對目前所選擇的對象執行連擊中的技能。
/PvP技能 縮地 <目標>
對選擇目標的位置執行技能「縮地」。
/PvP技能 縮地 地面關
對所指的位置直接執行技能「縮地」。",/PvP技能,,/pvpaction,/pvpac,0,4,3,2,16,2,0
279,"/青魔法技能 青魔法名 代名詞
/blueaction
對指定目標使用指定青魔法技能。身處無法使用技能的環境或發動未學習的技能時無法執行該命令。

在技能會使用到地面目標的情況下，為技能名後設定指令可以指定操作模式。
代名詞
　省略地面目標模式，直接向指定目標發動技能。
地面關
　省略地面目標模式，直接發動技能。
>>示例
/青魔法技能 水槍 <目標>
對目前所選擇的目標執行技能「水槍」。",/青魔法技能,,/blueaction,,0,36,3,2,18,2,0
301,"/自動鎖定 指令
/autolockon
開啟「開始自動攻擊時自動鎖定」功能。
>>指令
**開(on)**
　開啟自動鎖定。
**關(off)**
　關閉自動鎖定。
**無指令**
　在開啟和關閉之間切換",/自動鎖定,,/autolockon,,0,36,2,1,2,0,0
302,"/自動轉向目標 指令
/autofacetarget
開啟角色設定中「發動技能時轉身面向目標」的功能。
>>指令
**開(on)**
　開啟自動轉向目標。
**關(off)**
　關閉自動轉向目標。
**無指令**
　在開啟和關閉之間切換",/自動轉向目標,,/autofacetarget,,0,36,2,1,2,0,0
303,"/目標環 指令
/targetring
顯示目標環。
>>指令
**開(on)**
　開啟目標環顯示。
**關(off)**
　關閉目標環顯示。
**無指令**
　在開啟和關閉之間切換",/目標環,,/targetring,,0,36,2,1,2,0,0
304,"/目標線 指令
/targetline
顯示目標線。
>>指令
**開(on)**
　開啟目標線顯示。
**關(off)**
　關閉目標線顯示。
**無指令**
　在開啟和關閉之間切換",/目標線,,/targetline,,0,36,2,1,2,0,0
305,"/聯繫線 指令
/linkline
顯示聯繫線。
>>指令
**開(on)**
　開啟聯繫線顯示。
**關(off)**
　關閉聯繫線顯示。
**無指令**
　在開啟和關閉之間切換",/聯繫線,,/linkline,,0,36,2,1,2,0,0
306,"/自動選中 指令
/autotarget
開啟「遭受敵對性質技能時自動選中目標」的功能。
>>指令
**開(on)**
　開啟自動選中功能。
**關(off)**
　關閉自動選中功能。
**無指令**
　在開啟和關閉之間切換",/自動選中,,/autotarget,,0,36,2,1,2,0,0
307,"/顯示頭部裝備 指令
/displayhead
顯示自己的頭部裝備。
>>指令
**開(on)**
　開啟頭部裝備顯示。
**關(off)**
　關閉頭部裝備顯示。
**無指令**
　在開啟和關閉之間切換",/顯示頭部裝備,,/displayhead,,0,36,2,1,2,0,0
308,"/顯示武器 指令
/displayarms
收回武器時顯示自己的主手裝備及副手裝備。
>>指令
**開(on)**
　開啟武器顯示。
**關(off)**
　關閉武器顯示。
**無指令**
　在開啟和關閉之間切換",/顯示武器,,/displayarms,,0,36,2,1,2,0,0
309,"/自動收回武器 指令
/autosheathe、/ashathe
開啟自動收回武器的功能。
>>指令
**開(on)**
　開啟武器自動收回功能。
**關(off)**
　關閉武器自動收回功能。
**無指令**
　在開啟和關閉之間切換",/自動收回武器,,/autosheathe,/ashathe,0,36,2,1,2,0,0
310,"/選中自己 指令
/targetself
開啟可以選擇目標為自己作的功能。
>>指令
**開(on)**
　開啟目標自己功能。
**關(off)**
　關閉目標自己功能。
**無指令**
　在開啟和關閉之間切換",/選中自己,,/targetself,,0,36,2,1,2,0,0
311,"/場景點擊 指令
/groundclick
開啟點擊場景取消選中目標的功能。
>>指令
**開(on)**
　開啟。
**關(off)**
　關閉。
**無指令**
　在開啟和關閉之間切換",/場景點擊,,/groundclick,,0,36,2,1,2,0,0
312,"/訊息視窗 指令
/chatlog
對訊息視窗進行設定。
>>指令
**字體(fontsize) 數值**
　調整字體大小。
**時間(time) 開(on)**
　在訊息欄中開啟時間顯示。
**時間(time) 關(off)**
　在訊息欄中關閉時間顯示。
**時間(time)**
　在訊息欄中切換是否顯示時間。
**時間(time) 12**
　以12小時制顯示時間。
**時間(time) 24**
　以24小時制顯示時間。
**時間(time) 本地(local)**
　將顯示時間切換到本地系統基準。
**時間(time) 伺服器(server)**
　將顯示時間切換到伺服器系統基準。
**提示音(call) 聊天頻道名 開(on)**
　收到指定聊天頻道的訊息時開啟音效提示，省略聊天頻道名會默認為悄悄話頻道。
**提示音(call) 聊天頻道名 關(off)**
　收到指定聊天頻道的訊息時關閉音效提示，省略聊天頻道名會默認為悄悄話頻道。
**提示音(call) 聊天頻道名 音效編號**
　收到指定聊天頻道的訊息時響起指定編號的音效，省略聊天頻道名會默認為悄悄話頻道。
**提示音(call) 聊天頻道名**
　切換收到指定聊天頻道的訊息時是否開啟音效，省略聊天頻道名會默認為悄悄話頻道。
【指定聊天頻道名】
他人對自己做出的情感動作(emote)　悄悄話(tell)　小隊(party)　公會(freecompany)　團隊(alliance)　通訊貝1～8(linkshell1～8) 新人(beginner)　戰隊(pvpteam)　跨界貝1～8(cwlinkshell1～8)",/訊息視窗,,/chatlog,,0,36,4,3,2,2,2
313,"/戰鬥特效 目標 類型
/battleeffect
對角色設定中的「戰鬥特效」進行設定。
>>目標
**自己(self)**
　以「自己」為目標。
**小隊(party)**
　以「小隊」為目標。
**他人(other)**
　以「他人」為目標。
**敵人(enemypc)**
　以「PvP時的敵方玩家」為目標。
>>類型
**全部(all)**
　設定為「完全顯示」。
**簡單(simple)**
　設定為「簡單顯示」。
**關(off)**
　設定為「不顯示」。
**無指令**
　在「完全顯示」和「不顯示」之間切換。",/戰鬥特效,/戰鬥特效,/battleeffect,,0,228,3,2,2,2,0
314,"/指定視窗 視窗名 指令
/hud
設定是否顯示指定的介面視窗。
>>視窗名
目標情報(TargetInfo,target)
目標情報：HP欄(TargetInfo:HP)
目標情報：詠唱欄(TargetInfo:CastBar)
目標情報：狀態效果(TargetInfo:Status)
焦點目標情報(FocusTarget,focus)
小隊列表(PartyList,party)
職業量譜1(JobHUD1,JobGauge1)
職業量譜2(JobHUD2,JobGauge2)
敵對列表(EnemyList,enemy)
角色參數(MyParam,param)
導向地圖(NaviMap,navi)
設定選單(MainCommand,main)
基本情報(GeneralInfo,dtr)
所持Gil(CurrencyStatus,gil)
背包縮略圖(ItemSign,bag)
任務情報(ToDoList,todo)
道具幫助(ItemHelp,item)
技能幫助(ActionHelp,action)
極限槽(LimitGauge,limit)
經驗值欄(ExpBar,exp)
狀態效果(BuffDebuffStatus,buff)
狀態效果：強化狀態(Status:Buff)
狀態效果：前置條件狀態(Status:Trigger)
狀態效果：弱化狀態(Status:Debuff)
狀態效果：其他狀態(Status:Other)
團隊列表1(AllianceList1,alist1)
團隊列表2(AllianceList2,alist2)
快速鍵1～10(Hotbar1～10)
特殊快速鍵(HotbarEx)
十字快速鍵(Crosshotbar)
主線向導(ScenarioGuide)
高壓乙太(CompressedAether)
水晶衝突：進度情報(CConflict:Progress)
水晶衝突：我方情報(CConflict:Ally)
水晶衝突：敵方情報(CConflict:Enemy)
水晶衝突：戰場通告(CConflict:Log)
水晶衝突：導向地圖(CConflict:Map)
紛爭前線：戰意槽(Frontline:BattleGauge)
紛爭前線：情報值(Frontline:Score)
烈羽爭鋒：防禦塔與核心情報(RivalWings:Gauge)
烈羽爭鋒：車站情報(RivalWings:Station)
烈羽爭鋒：團隊列表(RivalWings:Alliance)
烈羽爭鋒：哥布林傭兵情報(RivalWings:Mercenary)
金碟巨豆中心：目標(Blunder:Objective)
金碟巨豆中心：達成數(Blunder:Score)
金碟巨豆中心：回合狀況(Blunder:Status)
金碟巨豆中心：節目消息(Blunder:ShowLog)

>>指令
**開(on)**
　開啟指定視窗顯示。
**關(off)**
　關閉指定視窗顯示。
**無指令**
　在開啟和關閉之間切換。
>>範例
/指定視窗 基本情報
令基本情報視窗在開啟和關閉之間切換。",/指定視窗,,/hud,,0,32,3,2,4,2,0
315,"/快速鍵 指令
/hotbar
對快速鍵進行操作及設置。只能在非PvP區域內使用。
>>指令
**設置(set)**或**技能(action) 技能名 編號1 編號2**
　將指定技能設置到編號1快速鍵的編號2位置上。編號1可以用「目前(current)」來表示目前快速鍵1位置的快速鍵。省略編號2會默認為設置到編號最小的空位上。兩個編號都省略則會默認設置到編號最小快速鍵的編號最小空位上。
**青魔法技能(blueaction) 青魔法名 編號1 編號2**
　將指定青魔法設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**共通技能(general) 共通技能名 編號1 編號2**
　將指定共通技能設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**道具(item) 道具名 編號1 編號2**
　將指定道具設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**情感動作(emote) 情感動作名 編號1 編號2**
　將指定情感動作設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**搭檔(buddy) 搭檔技能名 編號1 編號2**
　將指定搭檔技能設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**召喚獸(pet) 召喚獸技能名 編號1 編號2**
　將指定召喚獸技能設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**寵物(minion) 寵物名 編號1 編號2**
　將指定寵物設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**坐騎(mount) 坐騎名 編號1 編號2**
　將指定坐騎設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**標記(marking) 標記名 編號1 編號2**
　將指定標記設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**場地標記(waymark) 場地標記名 編號1 編號2**
　將指定場地標記設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**更換(change) 編號**
　將指定編號的快速鍵切換到默認快速鍵1的位置。編號用「下一個(next)」或「上一個(prev)」可以將目前快速鍵1位置所表示的技能切換到上一組或者下一組快速鍵。
**複製(copy) 職業名1 編號1 職業名2 編號2**
　將職業名1的編號1快速鍵的內容複製到職業名2的編號2快速鍵上。職業名設置為「目前(current)」時會指定目前的職業。職業名設置為「共通(share)」時會指定共通快速鍵。
**顯示(display) 編號 開(on)**
　顯示指定編號的快速鍵。
**顯示(display) 編號 關(off)**
　關閉顯示指定編號的快速鍵。
**顯示(display) 編號**
　在顯示和不顯示之間切換。
**共通(share) 編號 開(on)**
　將指定編號的快速鍵設置成全職業共通。
**共通(share) 編號 關(off)**
　將指定編號的快速鍵從全職業共通改為目前職業專用。
**共通(share) 編號**
　設置指定編號的快速鍵在目前職業專用和全職業共通之間切換。
**清除(remove) 編號1 編號2**
　解除編號1快速鍵編號2位置上的技能或用戶巨集指令。編號2設置為「全部(all)」的時候會將該快速鍵上的所有指令都解除。

>>示例
/快速鍵 設置 隨機坐騎 1 1
將「隨機坐騎」放入快速鍵1的位置1中。
/快速鍵 更換 2
將快速鍵2的內容切換到默認快速鍵1的位置。",/快速鍵,,/hotbar,,0,36,6,3,2,3,7
316,"/十字快速鍵 指令
/crosshotbar、/chotbar
對十字快速鍵進行操作及設置。只能在非PvP區域內使用。
>>指令
**設置(set)**或**技能(action) 技能名 編號 位置**
　將指定技能設置到指定編號十字快速鍵的指定位置上。編號可以用「目前(current)」來表示目前的十字快速鍵。
**青魔法技能(blueaction) 青魔法名 編號 位置**
　將指定青魔法設置到指定編號十字快速鍵的指定位置上。
**共通技能(general) 共通技能名 編號 位置**
　將指定共通技能設置到指定編號十字快速鍵的指定位置上。
**道具(item) 道具名 編號 位置**
　將指定道具設置到指定編號十字快速鍵的指定位置上。
**情感動作(emote) 情感動作名 編號 位置**
　將指定情感動作設置到指定編號十字快速鍵的指定位置上。
**搭檔(buddy) 搭檔技能名 編號 位置**
　將指定搭檔技能設置到指定編號十字快速鍵的指定位置上。
**召喚獸(pet) 召喚獸技能名 編號 位置**
　將指定召喚獸技能設置到指定編號十字快速鍵的指定位置上。
**寵物(minion) 寵物名 編號 位置**
　將指定寵物設置到指定編號十字快速鍵的指定位置上。
**坐騎(mount) 坐騎名 編號 位置**
　將指定坐騎設置到指定編號十字快速鍵的指定位置上。
**標記(marking) 標記名 編號 位置**
　將指定標記設置到指定編號十字快速鍵的指定位置上。
**場地標記(waymark) 場地標記名 編號 位置**
　將指定場地標記設置到指定編號十字快速鍵的指定位置上。
**更換(change) 編號**
　切換到指定編號的十字快速鍵。編號用「下一個(next)」或「上一個(prev)」可以將目前十字快速鍵位置所表示的技能切換到上一組或者下一組快速鍵。
**複製(copy) 職業名1 編號1 職業名2 編號2**
　將職業名1的編號1十字快速鍵的內容複製到職業名2的編號2十字快速鍵上。職業名設置為「目前(current)」時會指定目前的職業。職業名設置為「共通(share)」時會指定共通快速鍵。
**共通(share) 編號 開(on)**
　將指定編號的十字快速鍵設置成全職業共通。
**共通(share) 編號 關(off)**
　將指定編號的十字快速鍵從全職業共通改為目前職業專用。
**共通(share) 編號**
　設置指定編號的十字快速鍵在目前職業專用和全職業共通之間切換。
**清除(remove) 編號 位置**
　解除指定編號十字快速鍵指定位置上的技能或用戶巨集指令。指定位置設置為「全部(all)」的時候會將該十字快速鍵上的所有指令都解除。
>>指定位置
＋ … LDL(LD1)　＋ … RDL(RD1)
＋ … LDU(LD2)　＋ … RDU(RD2)
＋ … LDR(LD3)　＋ … RDR(RD3)
＋ … LDD(LD4)　＋ … RDD(RD4)
＋ … LAL(LA1)　＋ … RAL(RA1)
＋ … LAU(LA2)　＋ … RAU(RA2)
＋ … LAR(LA3)　＋ … RAR(RA3)
＋ … LAD(LA4)　＋ … RAD(RA4)",/十字快速鍵,/xhb,/crosshotbar,/chotbar,0,36,6,3,2,3,7
317,"/重置介面
/hudreset
將目前的介面位置以及縮放率、透明度重置回初始狀態。",/重置介面,,/hudreset,,0,32,1,0,0,0,0
318,"/重置介面視窗
/uireset
將全部介面設定(1-4)和視窗的位置以及縮放率、透明度重置回初始狀態。",/重置介面視窗,,/uireset,,0,32,1,0,0,0,0
319,"/介面縮放
/uiscale
更改目前介面視窗的縮放倍率。
>>指令
**數值**
  以指定數值為百分比更改介面視窗的縮放倍率。可以指定的數值為60/80/90/100/110/120/140。
**重置(reset)**
  將介面視窗的縮放倍率重置回初始狀態。
>>示例
/介面縮放 140
將介面視窗的縮放倍率變更為140%。
/介面縮放 重置
將介面視窗的縮放倍率重置為初始狀態。",/介面縮放,,/uiscale,,0,32,2,1,0,0,0
320,"/技能錯誤 指令
/actionerror、/aerror
開啟顯示發動技能時螢幕中的錯誤提示。
>>指令
**開(on)**
　顯示錯誤提示。
**關(off)**
　關閉錯誤提示。
**無指令**
　在顯示和關閉之間切換",/技能錯誤,,/actionerror,/aerror,0,36,2,1,2,0,0
321,"/冷卻錯誤 指令
/recasterror、/rerror
開啟顯示冷卻中無法使用技能的錯誤提示。
>>指令
**開(on)**
　顯示錯誤提示。
**關(off)**
　關閉錯誤提示。
**無指令**
　在顯示和關閉之間切換",/冷卻錯誤,,/recasterror,/rerror,0,36,2,1,2,0,0
322,"//eventReset
リアルイベント用コマンド。
ゲーム内の設定をリアルイベント用に初期化する。",,,//eventReset,,0,32,1,0,0,0,0
323,"/操作類型 指令
/crosshotbartype、/chotbartype
變更角色設定中「十字快速鍵的操作類型」。
>>指令
**按住(hold)**
　將操作類型設定為按住。
**單次點擊(toggle)**
　將操作類型設定為單次點擊。
**混合(mix)**
　將操作類型設定為混合。",/操作類型,,/crosshotbartype,/chotbartype,0,36,2,1,2,0,0
324,"/一直顯示十字快速鍵 指令
/crosshotbardisplay、/chotbardisplay
對角色設定中的「一直顯示十字快速鍵」項進行設定。
>>指令
**開(on)**
　開啟一直顯示。
**關(off)**
　關閉一直顯示。
**無指令**
　在顯示和關閉之間切換。",/一直顯示十字快速鍵,,/crosshotbardisplay,/chotbardisplay,0,36,2,1,2,0,0
325,"/PvP快速鍵 指令
/pvphotbar
對用於PvP的快速鍵進行操作及設置。只能在PvP區域內使用。
>>指令
**設置(set)**或**技能(action) PvP技能名 編號1 編號2**
　將指定的PvP技能設置到編號1快速鍵的編號2位置上。編號1可以用「目前(current)」來表示目前的快速鍵1。省略編號2會默認為設置到編號最小的空位上。兩個編號都省略則會默認設置到編號最小快速鍵的編號最小空位上。
**共通技能(general) 共通技能名 編號1 編號2**
　將指定共通技能設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**道具(item) 道具名 編號1 編號2**
　將指定道具設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**情感動作(emote) 情感動作名 編號1 編號2**
　將指定情感動作設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**搭檔(buddy) 搭檔技能名 編號1 編號2**
　將指定搭檔技能設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**召喚獸(pet) 召喚獸技能名 編號1 編號2**
　將指定召喚獸技能設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**寵物(minion) 寵物名 編號1 編號2**
　將指定寵物設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**坐騎(mount) 坐騎名 編號1 編號2**
　將指定坐騎設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**標記(marking) 標記名 編號1 編號2**
　將指定標記設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**場地標記(waymark) 場地標記名 編號1 編號2**
　將指定場地標記設置到編號1快速鍵的編號2位置上。設置規則與「設置(set)」相同。
**更換(change) 編號**
　將指定編號的快速鍵切換到默認快速鍵1的位置。編號用「下一個(next)」或「上一個(prev)」可以將目前快速鍵1位置所表示的技能切換到上一組或者下一組快速鍵。
**複製(copy) 特職名1 編號1 特職名2 編號2**
　將特職名1的編號1快速鍵的內容複製到特職名2的編號2快速鍵上。特職名設置為「目前(current)」時會指定目前的特職。特職名設置為「共通(share)」時會指定共通快速鍵。
**顯示(display) 編號 開(on)**
　開啟顯示指定編號的快速鍵。
**顯示(display) 編號 關(off)**
　關閉顯示指定編號的快速鍵。
**顯示(display) 編號**
　在開啟和關閉之間切換。
**共通(share) 編號 開(on)**
　將指定編號的快速鍵設置成全職業共通。
**共通(share) 編號 關(off)**
　將指定編號的快速鍵從全職業共通改為目前專用。
**共通(share) 編號**
　設置指定編號的快速鍵在目前專用和全職業共通之間切換。
**清除(remove) 編號1 編號2**
　解除編號1快速鍵編號2位置上的技能或用戶巨集指令。編號2設置為「全部(all)」的時候會將該快速鍵上的所有指令都解除。

>>示例
/PvP快速鍵 技能 淨化 1 1
將「淨化」放入快速鍵1的位置1中。
/PvP快速鍵 更換 2
將快速鍵2的內容切換到默認快速鍵1的位置。",/PvP快速鍵,/PvP快速鍵,/pvphotbar,,0,36,6,3,2,16,7
