#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
1064,,,,0,0,0
1065,類型1,,,0,0,0
1066,類型2,,,0,0,0
1067,類型3,,,0,0,0
1068,類型4,,,0,0,0
1069,類型5,,,0,0,0
1070,類型6,,,0,0,0
1071,,,,0,0,0
1072,,,,0,0,0
1073,,,,0,0,0
1074,,,,0,0,0
1075,較大,,,0,0,0
1076,較小,,,0,0,0
1077,,,,0,0,0
1078,,,,0,0,0
1079,,,,0,0,0
1080,類型1,,,0,0,0
1081,類型2,,,0,0,0
1082,類型3,,,0,0,0
1083,類型4,,,0,0,0
1084,類型5,,,0,0,0
1085,類型6,,,0,0,0
1086,,,,0,0,0
1087,,,,0,0,0
1088,,,,0,0,0
1089,,,,0,0,0
1090,類型1,,,0,0,0
1091,類型2,,,0,0,0
1092,類型3,,,0,0,0
1093,類型4,,,0,0,0
1094,,,,0,0,0
1095,,,,0,0,0
1096,,,,0,0,0
1097,,,,0,0,0
1098,,,,0,0,0
1099,,,,0,0,0
1100,移動到空閒伺服器,,,0,0,0
1101,"為避免擁擠，暫時移動到空閒伺服器。
**·登入的伺服器將會由系統自動選擇
·登入後將會從角色創建時所選城邦的乙太之光處開始**
相關注意事項可以查看下方跨界傳送的說明。",,,0,0,0
1102,確認跨界傳送的注意事項,,,0,0,0
1103,關閉,,,0,0,0
1104,移動到空閒伺服器,,,0,0,0
1105,取消,,,0,0,0
1106,正在移動到空閒伺服器，請稍候。,,,0,0,0
1107,現在無法使用此功能。,,,0,0,0
1108,距離上次移動時間過短，請經過一段時間後再嘗試移動。,,,0,0,0
1109,進行移動前，請先透過右鍵選單選擇「修改姓名」，確定好角色的新名字。,,,0,0,0
1110,進行移動前，請先透過右鍵選單選擇「修改僱員姓名」，確定好僱員的新名字。,,,0,0,0
1111,"角色上次結束遊戲或斷線的地點為副本任務內，無法「返回原始伺服器」。
請先登入一次再進行該操作。",,,0,0,0
1112,角色還未完成遊戲的初始教學，無法移動到空閒伺服器。,,,0,0,0
1113,角色在小黑屋內，無法「返回原始伺服器」。,,,0,0,0
1114,現在「空いているワールドへ移動」サービスが一時的にご利用いただけません。,,,0,0,0
1115,沒能順利移動到空閒伺服器。請在經過一段時間後，透過右鍵選單再次嘗試。,,,0,0,0
1116,已經順利移動到UNKNOWN，可以正常進入遊戲。,,,0,0,0
1117,返回原始伺服器,,,0,0,0
1118,滾動說明文,,,0,0,0
1119,,,,0,0,0
1120,,,,0,0,0
1121,,,,0,0,0
1122,,,,0,0,0
1123,,,,0,0,0
1124,,,,0,0,0
1125,,,,0,0,0
1126,,,,0,0,0
1127,,,,0,0,0
1128,,,,0,0,0
1129,,,,0,0,0
1130,,,,0,0,0
1131,,,,0,0,0
1132,,,,0,0,0
1133,,,,0,0,0
1134,,,,0,0,0
1135,,,,0,0,0
1136,,,,0,0,0
1137,,,,0,0,0
1138,,,,0,0,0
1139,,,,0,0,0
1140,,,,0,0,0
1141,,,,0,0,0
1142,,,,0,0,0
1143,,,,0,0,0
1144,,,,0,0,0
1145,,,,0,0,0
1146,,,,0,0,0
1147,,,,0,0,0
1148,,,,0,0,0
1149,,,,0,0,0
1150,前往其他DC遊玩,,,0,0,0
1151,返回原始DC,,,0,0,0
1152,來自,,,0,0,0
1153,前往,,,0,0,0
1154,UNKNOWN 「 UNKNOWN 」,,,0,0,0
1155,"前往其他DC的伺服器進行遊玩吧！
在其他DC依舊可以自由組隊、參加招募、購買物品以及進行任務。
盡情享受超域傳送帶來的樂趣吧！

※透過超域傳送去往其他伺服器時無法使用原始DC的通訊貝和公會，此外還有其他部分限制，敬請諒解。",,,0,0,0
1156,查看超域傳送的注意事項,,,0,0,0
1157,注意事項について了承しました,,,0,0,0
1158,選擇伺服器,,,0,0,0
1159,取消,,,0,0,0
1160,,,,0,0,0
1161,關閉,,,0,0,0
1162,"請選擇想去遊玩的DC和伺服器。
預測需要時間：不到1分鐘",,,0,0,0
1163,"返回原始DC的原始伺服器。
預測需要時間：不到1分鐘",,,0,0,0
1164,DC,,,0,0,0
1165,伺服器,,,0,0,0
1166,確定,,,0,0,0
1167,取消,,,0,0,0
1168,❖UNKNOWN,,,0,0,0
1169,正在取得伺服器情報。,,,0,0,0
1170,"將角色「UNKNOWNUNKNOWN」移動至
DC「UNKNOWN」的伺服器「UNKNOWN」。

預測需要時間：不到1分鐘

**角色移動時的注意事項
・在角色完成移動前無法取消。
・在角色完成移動前，無法使用其他角色進入遊戲。
敬請諒解。**",,,0,0,0
1171,執行,,,0,0,0
1172,返回上一步,,,0,0,0
1173,"角色正在進行超域傳送，請等待傳送完成。
預測需要時間：不到1分鐘",,,0,0,0
1174,"角色「UNKNOWNUNKNOWN」已經移動至
DC「UNKNOWN」的伺服器「UNKNOWN」！",,,0,0,0
1175,該角色正在UNKNOWNDC遊玩。,,,0,0,0
1176,以該角色登入遊戲需要修改姓名。修改姓名需要返回原始伺服器。,,,0,0,0
1177,以該角色登入遊戲需要修改僱員姓名。修改僱員姓名需要返回原始伺服器。,,,0,0,0
1178,"為了修改角色姓名和僱員姓名，即將返回原始伺服器。
修改姓名登入後，將會從角色創建時所選城邦的乙太之光處開始。",,,0,0,0
1179,正在返回原始伺服器，請稍後。,,,0,0,0
1180,現在無法使用此功能。,,,0,0,0
1181,距離上次返回時間過短，請經過一段時間後再嘗試返回。,,,0,0,0
1182,沒能順利返回原始伺服器。請在經過一段時間後，透過右鍵選單再次嘗試。,,,0,0,0
1183,已經順利返回原始伺服器。,,,0,0,0
1184,以該角色登入遊戲需要修改姓名。修改姓名需要返回原始伺服器。,,,0,0,0
1185,以該角色登入遊戲需要修改僱員姓名。修改僱員姓名需要返回原始伺服器。,,,0,0,0
1186,返回原始伺服器,,,0,0,0
1187,已經過時間：,,,0,0,0
1188,選擇DC,,,0,0,0
1189,選擇伺服器,,,0,0,0
1190,執行,,,0,0,0
1191,"將角色「UNKNOWNUNKNOWN」返回至
原始DC「UNKNOWN」的原始伺服器「UNKNOWN」。
預測需要時間：不到1分鐘

**角色移動時的注意事項
・在角色完成移動前無法取消。
・在角色完成移動前，無法使用其他角色進入遊戲。
敬請諒解。**",,,0,0,0
1192,"處於其他DC時，
角色情報簡化顯示。",,,0,0,0
1193,,,,0,0,0
1194,,,,0,0,0
1195,,,,0,0,0
1196,,,,0,0,0
1197,,,,0,0,0
1198,,,,0,0,0
1199,,,,0,0,0
1200,"目前無法使用「返回原始伺服器」功能。
[UNKNOWN]",,,0,0,0
1201,現在所選的DC中沒有相同地域的其他DC，因此無法使用「前往其他DC遊玩」。,,,0,0,0
1202,需要經過一定時間才可再次執行「返回原始伺服器」。,,,0,0,0
1203,進行移動前，請先透過右鍵選單選擇「修改姓名」，確定好角色的新名字。,,,0,0,0
1204,進行移動前，請先透過右鍵選單選擇「修改僱員姓名」，確定好僱員的新名字。,,,0,0,0
1205,角色在小黑屋內，無法使用「返回原始伺服器」功能。,,,0,0,0
1206,角色還未完成遊戲的初始教學，無法前往其他DC遊玩。,,,0,0,0
1207,前往其他DC遊玩時，需要角色處於原始伺服器。,,,0,0,0
1208,"沒能順利「返回原始伺服器」。請在經過一段時間後，透過右鍵選單再次嘗試。
[UNKNOWN]",,,0,0,0
1209,"「返回原始伺服器」功能臨時維護中。
[UNKNOWN]",,,0,0,0
1210,"沒能順利「返回原始伺服器」。
[UNKNOWN]",,,0,0,0
1211,"角色上次結束遊戲或斷線的地點為副本任務內，無法「返回原始伺服器」。
請先登入一次再進行該操作。",,,0,0,0
1212,透過「前往其他DC遊玩」所選擇的伺服器「UNKNOWN」中可創建的角色數已達上限，無法移動。,,,0,0,0
1213,無法在原始DC以外的DC執行「前往其他DC遊玩」。,,,0,0,0
1214,「返回原始伺服器」時選擇的伺服器「UNKNOWN」，不是該角色的原始伺服器。,,,0,0,0
1215,透過「前往其他DC遊玩」所選擇的伺服器「UNKNOWN」是目前DC內的伺服器，請使用跨界傳送進行移動。,,,0,0,0
1216,透過「前往其他DC遊玩」所選擇的伺服器「UNKNOWN」是其他地域DC的伺服器，無法移動。,,,0,0,0
1217,透過「前往其他DC遊玩」所選擇的伺服器「UNKNOWN」是目前所在伺服器，處理中斷。,,,0,0,0
1218,目前無法移動至透過「返回原始伺服器」所選擇的伺服器「UNKNOWN」。,,,0,0,0
1219,"部分遊戲資料出現錯誤，無法返回原始伺服器。請透過回報或聯絡客服。
[UNKNOWN]",,,0,0,0
1220,"發生錯誤，伺服器無回應。
[UNKNOWN]",,,0,0,0
1221,組隊情況下無法返回原始伺服器。,,,0,0,0
1222,更多的操作選項,,,0,0,0
1223,取得角色情報,,,0,0,0
1224,為緩解登入壓力而簡化顯示角色情報時，使用此指令可以正常取得角色情報，以便進行改名或重新編輯角色等操作。,,,0,0,0
1225,確定要從伺服器取得此角色的情報嗎？,,,0,0,0
1226,正在取得角色情報。,,,0,0,0
1227,修改姓名前，需要先取得角色情報。,,,0,0,0
1228,修改僱員姓名前，需要先取得角色情報。,,,0,0,0
1229,此角色需要修改姓名才可登入。請先取得角色情報，然後修改姓名。,,,0,0,0
1230,此角色需要修改僱員姓名才可登入。請先取得角色情報，然後修改僱員姓名。,,,0,0,0
1231,"返回原始伺服器。
登入時將會從角色創建時所選城邦的乙太之光進入遊戲。",,,0,0,0
1232,此角色需要返回原始伺服器修改姓名後才可使用「移動到空閒伺服器」功能。,,,0,0,0
1233,此角色需要返回原始伺服器修改僱員姓名後才可使用「移動到空閒伺服器」功能。,,,0,0,0
1234,"您此前從未連接過UNKNOWN伺服器所在的UNKNOWN，無法進行超域傳送。
請退出遊戲，在登入器中選擇UNKNOWN後開始遊戲，直到進入該DC的角色選擇介面。此後就可以向該DC進行超域傳送了。",,,0,0,0
1235,"您在UNKNOWN伺服器所在的UNKNOWN中創建的角色數量已達到上限，無法使用超域傳送前往該DC。
只有創建在目標伺服器所在DC的角色數量未達到上限時，才能透過超域傳送前往目標伺服器。請調整UNKNOWN的角色數量後，再次嘗試超域傳送。",,,0,0,0
1236,該帳號正在遊戲中。請在經過一段時間後，透過右鍵選單再次嘗試。,,,0,0,0
1237,"沒能在此DC找到目前設備記錄的最後一個登出角色。
請前往其他DC查看。",,,0,0,0
1238,"**此伺服器目前擁擠，限制了原始伺服器之外的角色登入，因此無法返回副本任務。**
如果執行「退出副本任務」，可選擇「返回原始伺服器」然後在原始伺服器登入遊戲。
要退出副本任務嗎？",,,0,0,0
1239,開始執行退出副本任務，請稍候。,,,0,0,0
1240,"正在退出副本任務。
**這可能需要花費5分鐘時間。**
請稍等一會再執行移動到其他伺服器的操作。",,,0,0,0
1241,退出副本任務還未完成，請稍後再試。,,,0,0,0
1242,已確認,,,0,0,0
1243,"您選中的UNKNOWN伺服器所在的UNKNOWNDC帳戶資訊需要更新，無法進行超域傳送。
請退出遊戲，在登入器中選擇UNKNOWN後開始遊戲，直到進入該DC的角色選擇介面。此後就可以向該DC進行超域傳送了。",,,0,0,0
1244,,,,0,0,0
1245,,,,0,0,0
1246,,,,0,0,0
1247,,,,0,0,0
1248,,,,0,0,0
1249,,,,0,0,0
1250,クラウドデータセンターにあるワールドは、クラウドDC公開負荷テスト終了時に完全に閉鎖され、作成したすべてのキャラクターおよびリテイナーのデータも削除されます。予めご了承ください。,,,0,0,0
1251,,,,0,0,0
1252,,,,0,0,0
1253,,,,0,0,0
1254,,,,0,0,0
1255,,,,0,0,0
1256,,,,0,0,0
1257,,,,0,0,0
1258,,,,0,0,0
1259,,,,0,0,0
1260,,,,0,0,0
1261,,,,0,0,0
1262,,,,0,0,0
1263,,,,0,0,0
1264,,,,0,0,0
1265,,,,0,0,0
1266,,,,0,0,0
1267,,,,0,0,0
1268,,,,0,0,0
1269,,,,0,0,0
1270,,,,0,0,0
1271,,,,0,0,0
1272,,,,0,0,0
1273,,,,0,0,0
1274,,,,0,0,0
1275,,,,0,0,0
1276,,,,0,0,0
1277,,,,0,0,0
1278,,,,0,0,0
1279,,,,0,0,0
1280,,,,0,0,0
1281,,,,0,0,0
1282,,,,0,0,0
1283,,,,0,0,0
1284,,,,0,0,0
1285,,,,0,0,0
1286,,,,0,0,0
1287,,,,0,0,0
1288,,,,0,0,0
1289,,,,0,0,0
1290,,,,0,0,0
1291,,,,0,0,0
1292,,,,0,0,0
1293,,,,0,0,0
1294,,,,0,0,0
1295,,,,0,0,0
1296,,,,0,0,0
1297,,,,0,0,0
1298,,,,0,0,0
1299,,,,0,0,0
1300,,,,0,0,0
1301,,,,0,0,0
1302,,,,0,0,0
1303,,,,0,0,0
1304,,,,0,0,0
1305,,,,0,0,0
1306,,,,0,0,0
1307,,,,0,0,0
1308,,,,0,0,0
1309,,,,0,0,0
1310,,,,0,0,0
1311,,,,0,0,0
1312,,,,0,0,0
1313,,,,0,0,0
1314,,,,0,0,0
1315,,,,0,0,0
1316,,,,0,0,0
1317,,,,0,0,0
1318,,,,0,0,0
1319,,,,0,0,0
1320,,,,0,0,0
1321,,,,0,0,0
1322,,,,0,0,0
1323,,,,0,0,0
1324,,,,0,0,0
1325,,,,0,0,0
1326,,,,0,0,0
1327,,,,0,0,0
1328,,,,0,0,0
1329,,,,0,0,0
1330,,,,0,0,0
1331,,,,0,0,0
1332,,,,0,0,0
1333,,,,0,0,0
1334,,,,0,0,0
1335,,,,0,0,0
1336,,,,0,0,0
1337,,,,0,0,0
1338,,,,0,0,0
1339,,,,0,0,0
1340,,,,0,0,0
1341,,,,0,0,0
1342,,,,0,0,0
1343,,,,0,0,0
1344,,,,0,0,0
1345,,,,0,0,0
1346,,,,0,0,0
1347,,,,0,0,0
1348,,,,0,0,0
1349,,,,0,0,0
1350,,,,0,0,0
1351,,,,0,0,0
1352,,,,0,0,0
1353,,,,0,0,0
1354,,,,0,0,0
1355,,,,0,0,0
1356,,,,0,0,0
1357,,,,0,0,0
1358,,,,0,0,0
1359,,,,0,0,0
1360,,,,0,0,0
1361,,,,0,0,0
1362,,,,0,0,0
1363,,,,0,0,0
1364,,,,0,0,0
1365,,,,0,0,0
1366,,,,0,0,0
1367,,,,0,0,0
1368,,,,0,0,0
1369,,,,0,0,0
1370,,,,0,0,0
1371,,,,0,0,0
1372,,,,0,0,0
1373,,,,0,0,0
1374,,,,0,0,0
1375,,,,0,0,0
1376,,,,0,0,0
1377,,,,0,0,0
1378,,,,0,0,0
1379,,,,0,0,0
1380,,,,0,0,0
1381,,,,0,0,0
1382,,,,0,0,0
1383,,,,0,0,0
1384,,,,0,0,0
1385,,,,0,0,0
1386,,,,0,0,0
1387,,,,0,0,0
1388,,,,0,0,0
1389,,,,0,0,0
1390,,,,0,0,0
1391,,,,0,0,0
1392,,,,0,0,0
1393,,,,0,0,0
1394,,,,0,0,0
1395,,,,0,0,0
1396,,,,0,0,0
1397,,,,0,0,0
1398,,,,0,0,0
1399,,,,0,0,0
1400,,,,0,0,0
1401,,,,0,0,0
1402,,,,0,0,0
1403,,,,0,0,0
1404,,,,0,0,0
1405,,,,0,0,0
1406,,,,0,0,0
1407,,,,0,0,0
1408,,,,0,0,0
1409,,,,0,0,0
1410,,,,0,0,0
1411,,,,0,0,0
1412,,,,0,0,0
1413,,,,0,0,0
1414,,,,0,0,0
1415,,,,0,0,0
1416,,,,0,0,0
1417,,,,0,0,0
1418,,,,0,0,0
1419,,,,0,0,0
1420,,,,0,0,0
1421,,,,0,0,0
1422,,,,0,0,0
1423,,,,0,0,0
1424,,,,0,0,0
1425,,,,0,0,0
1426,,,,0,0,0
1427,,,,0,0,0
1428,,,,0,0,0
1429,,,,0,0,0
1430,,,,0,0,0
1431,,,,0,0,0
1432,,,,0,0,0
1433,,,,0,0,0
1434,,,,0,0,0
1435,,,,0,0,0
1436,,,,0,0,0
1437,,,,0,0,0
1438,,,,0,0,0
1439,,,,0,0,0
1440,,,,0,0,0
1441,,,,0,0,0
1442,,,,0,0,0
1443,,,,0,0,0
1444,,,,0,0,0
1445,,,,0,0,0
1446,,,,0,0,0
1447,,,,0,0,0
1448,,,,0,0,0
1449,,,,0,0,0
1450,,,,0,0,0
1451,,,,0,0,0
1452,,,,0,0,0
1453,,,,0,0,0
1454,,,,0,0,0
1455,,,,0,0,0
1456,,,,0,0,0
1457,,,,0,0,0
1458,,,,0,0,0
1459,,,,0,0,0
1460,,,,0,0,0
1461,,,,0,0,0
1462,,,,0,0,0
1463,,,,0,0,0
1464,,,,0,0,0
1465,,,,0,0,0
1466,,,,0,0,0
1467,,,,0,0,0
1468,,,,0,0,0
1469,,,,0,0,0
1470,,,,0,0,0
1471,,,,0,0,0
1472,,,,0,0,0
1473,,,,0,0,0
1474,,,,0,0,0
1475,,,,0,0,0
1476,,,,0,0,0
1477,,,,0,0,0
1478,,,,0,0,0
1479,,,,0,0,0
1480,,,,0,0,0
1481,,,,0,0,0
1482,,,,0,0,0
1483,,,,0,0,0
1484,,,,0,0,0
1485,,,,0,0,0
1486,,,,0,0,0
1487,,,,0,0,0
1488,,,,0,0,0
1489,,,,0,0,0
1490,,,,0,0,0
1491,,,,0,0,0
1492,,,,0,0,0
1493,,,,0,0,0
1494,,,,0,0,0
1495,,,,0,0,0
1496,,,,0,0,0
1497,,,,0,0,0
1498,,,,0,0,0
1499,,,,0,0,0
1500,,,,0,0,0
1501,,,,0,0,0
1502,,,,0,0,0
1503,,,,0,0,0
1504,,,,0,0,0
1505,,,,0,0,0
1506,,,,0,0,0
1507,,,,0,0,0
1508,,,,0,0,0
1509,,,,0,0,0
1510,,,,0,0,0
1511,,,,0,0,0
1512,,,,0,0,0
1513,,,,0,0,0
1514,,,,0,0,0
1515,,,,0,0,0
1516,,,,0,0,0
1517,,,,0,0,0
1518,,,,0,0,0
1519,,,,0,0,0
1520,,,,0,0,0
1521,,,,0,0,0
1522,,,,0,0,0
1523,,,,0,0,0
1524,,,,0,0,0
1525,,,,0,0,0
1526,,,,0,0,0
1527,,,,0,0,0
1528,,,,0,0,0
1529,,,,0,0,0
1530,,,,0,0,0
1531,,,,0,0,0
1532,,,,0,0,0
1533,,,,0,0,0
1534,,,,0,0,0
1535,,,,0,0,0
1536,,,,0,0,0
1537,,,,0,0,0
1538,,,,0,0,0
1539,,,,0,0,0
1540,,,,0,0,0
1541,,,,0,0,0
1542,,,,0,0,0
1543,,,,0,0,0
1544,,,,0,0,0
1545,,,,0,0,0
1546,,,,0,0,0
1547,,,,0,0,0
1548,,,,0,0,0
1549,,,,0,0,0
1550,,,,0,0,0
1551,,,,0,0,0
1552,,,,0,0,0
1553,,,,0,0,0
1554,,,,0,0,0
1555,,,,0,0,0
1556,,,,0,0,0
1557,,,,0,0,0
1558,,,,0,0,0
1559,,,,0,0,0
1560,,,,0,0,0
1561,,,,0,0,0
1562,,,,0,0,0
1563,,,,0,0,0
1564,,,,0,0,0
1565,,,,0,0,0
1566,,,,0,0,0
1567,,,,0,0,0
1568,,,,0,0,0
1569,,,,0,0,0
1570,,,,0,0,0
1571,,,,0,0,0
1572,,,,0,0,0
1573,,,,0,0,0
1574,,,,0,0,0
1575,,,,0,0,0
1576,,,,0,0,0
1577,,,,0,0,0
1578,,,,0,0,0
1579,,,,0,0,0
1580,,,,0,0,0
1581,,,,0,0,0
1582,,,,0,0,0
1583,,,,0,0,0
1584,,,,0,0,0
1585,,,,0,0,0
1586,,,,0,0,0
1587,,,,0,0,0
1588,,,,0,0,0
1589,,,,0,0,0
1590,,,,0,0,0
1591,,,,0,0,0
1592,,,,0,0,0
1593,,,,0,0,0
1594,,,,0,0,0
1595,,,,0,0,0
1596,,,,0,0,0
1597,,,,0,0,0
1598,,,,0,0,0
1599,,,,0,0,0
1600,,,,0,0,0
1601,,,,0,0,0
1602,,,,0,0,0
1603,,,,0,0,0
1604,,,,0,0,0
1605,,,,0,0,0
1606,,,,0,0,0
1607,,,,0,0,0
1608,,,,0,0,0
1609,,,,0,0,0
1610,,,,0,0,0
1611,,,,0,0,0
1612,,,,0,0,0
1613,,,,0,0,0
1614,,,,0,0,0
1615,,,,0,0,0
1616,,,,0,0,0
1617,,,,0,0,0
1618,,,,0,0,0
1619,,,,0,0,0
1620,,,,0,0,0
1621,,,,0,0,0
1622,,,,0,0,0
1623,,,,0,0,0
1624,,,,0,0,0
1625,,,,0,0,0
1626,,,,0,0,0
1627,,,,0,0,0
1628,,,,0,0,0
1629,,,,0,0,0
1630,,,,0,0,0
1631,,,,0,0,0
1632,,,,0,0,0
1633,,,,0,0,0
1634,,,,0,0,0
1635,,,,0,0,0
1636,,,,0,0,0
1637,,,,0,0,0
1638,,,,0,0,0
1639,,,,0,0,0
1640,,,,0,0,0
1641,,,,0,0,0
1642,,,,0,0,0
1643,,,,0,0,0
1644,,,,0,0,0
1645,,,,0,0,0
1646,,,,0,0,0
1647,,,,0,0,0
1648,,,,0,0,0
1649,,,,0,0,0
1650,,,,0,0,0
1651,,,,0,0,0
1652,,,,0,0,0
1653,,,,0,0,0
1654,,,,0,0,0
1655,,,,0,0,0
1656,,,,0,0,0
1657,,,,0,0,0
1658,,,,0,0,0
1659,,,,0,0,0
1660,,,,0,0,0
1661,,,,0,0,0
1662,,,,0,0,0
1663,,,,0,0,0
1664,,,,0,0,0
1665,,,,0,0,0
1666,,,,0,0,0
1667,,,,0,0,0
1668,,,,0,0,0
1669,,,,0,0,0
1670,,,,0,0,0
1671,,,,0,0,0
1672,,,,0,0,0
1673,,,,0,0,0
1674,,,,0,0,0
1675,,,,0,0,0
1676,,,,0,0,0
1677,,,,0,0,0
1678,,,,0,0,0
1679,,,,0,0,0
1680,,,,0,0,0
1681,,,,0,0,0
1682,,,,0,0,0
1683,,,,0,0,0
1684,,,,0,0,0
1685,,,,0,0,0
1686,,,,0,0,0
1687,,,,0,0,0
1688,,,,0,0,0
1689,,,,0,0,0
1690,,,,0,0,0
1691,,,,0,0,0
1692,,,,0,0,0
1693,,,,0,0,0
1694,,,,0,0,0
1695,,,,0,0,0
1696,,,,0,0,0
1697,,,,0,0,0
1698,,,,0,0,0
1699,,,,0,0,0
1700,,,,0,0,0
1701,,,,0,0,0
1702,程序版本號 : UNKNOWN,,,0,0,0
1703,ffxiv : UNKNOWN,,,0,0,0
1704,exUNKNOWN : UNKNOWN,,,0,0,0
1705,,,,0,0,0
1706,,,,0,0,0
1707,,,,0,0,0
1708,,,,0,0,0
1709,,,,0,0,0
1710,,,,0,0,0
1711,,,,0,0,0
1712,,,,0,0,0
1713,,,,0,0,0
1714,,,,0,0,0
1715,,,,0,0,0
1716,,,,0,0,0
1717,,,,0,0,0
1718,,,,0,0,0
1719,,,,0,0,0
1720,,,,0,0,0
1721,,,,0,0,0
1722,,,,0,0,0
1723,,,,0,0,0
1724,,,,0,0,0
1725,,,,0,0,0
1726,,,,0,0,0
1727,,,,0,0,0
1728,,,,0,0,0
1729,,,,0,0,0
1730,,,,0,0,0
1731,,,,0,0,0
1732,,,,0,0,0
1733,,,,0,0,0
1734,,,,0,0,0
1735,,,,0,0,0
1736,,,,0,0,0
1737,,,,0,0,0
1738,,,,0,0,0
1739,,,,0,0,0
1740,鬍鬚與傷痕等,,,0,0,0
1741,黑痣與傷痕等,,,0,0,0
1742,刺青,,,0,0,0
1743,耳飾,,,0,0,0
1744,刺青顏色,,,0,0,0
1745,耳飾顏色,,,0,0,0
1746,瞳孔輪廓,,,0,0,0
1747,鱗片與飾品,,,0,0,0
1748,瞳孔輪廓顏色,,,0,0,0
1749,刺青與裝飾,,,0,0,0
1750,刺青與裝飾顏色,,,0,0,0
1751,黑痣與裝飾等,,,0,0,0
1752,眼球の色,,,0,0,0
1753,牙齒長度,,,0,0,0
1754,,,,0,0,0
1755,刺青與裝飾,,,0,0,0
1756,刺青與裝飾顏色,,,0,0,0
1757,,,,0,0,0
1758,,,,0,0,0
1759,,,,0,0,0
1760,,,,0,0,0
1761,,,,0,0,0
1762,,,,0,0,0
1763,,,,0,0,0
1764,,,,0,0,0
1765,,,,0,0,0
1766,,,,0,0,0
1767,,,,0,0,0
1768,,,,0,0,0
1769,,,,0,0,0
1770,,,,0,0,0
1771,,,,0,0,0
1772,,,,0,0,0
1773,,,,0,0,0
1774,,,,0,0,0
1775,,,,0,0,0
1776,,,,0,0,0
1777,,,,0,0,0
1778,,,,0,0,0
1779,,,,0,0,0
1780,,,,0,0,0
1781,,,,0,0,0
1782,,,,0,0,0
1783,,,,0,0,0
1784,,,,0,0,0
1785,,,,0,0,0
1786,,,,0,0,0
1787,,,,0,0,0
1788,,,,0,0,0
1789,,,,0,0,0
1790,,,,0,0,0
1791,,,,0,0,0
1792,,,,0,0,0
1793,,,,0,0,0
1794,,,,0,0,0
1795,,,,0,0,0
1796,,,,0,0,0
1797,,,,0,0,0
1798,,,,0,0,0
1799,,,,0,0,0
1800,確定要取消登入嗎？,,,0,0,0
1801,一段時間內沒有進行任何操作，已經自動登出遊戲。,,,0,0,0
1802,**選擇此種族需要玩家持有「」。**,,,0,0,0
1803,"RGB : UNKNOWN,UNKNOWN,UNKNOWN",,,0,0,0
1804,防護職業, ,"職能為保護同伴的戰鬥職業。
有著遠超其他職業的防禦力，
能學到很多吸引敵方注意力、提升自身防禦力的技能。

在初始職業中，劍術士和斧術士屬於這一職能。
而成長之後能夠選擇的特職中，又有騎士、戰士、暗黑騎士、絕槍戰士等等可供選擇。",0,230901,0
1805,治療職業, ,"職業為治療同伴的戰鬥職業。
攻擊能力不算出眾，
能學到很多治療同伴、保護同伴的技能。

在初始職業中，幻術士屬於這一職能。
而成長之後能夠選擇的特職中，又有白魔道士、學者、占星術師、賢者等等可供選擇。
其中的學者需要將進攻職業中的巴術士修練到特定階段後才能轉職。",0,230902,0
1806,進攻職業, ,"職能為攻擊敵人的戰鬥職業。
有著遠超其他職業的攻擊力。
能學到很多攻擊敵人、增加自身攻擊力的技能。

在初始職業中，格鬥士、槍術士、弓術士、咒術士、巴術士屬於這一職能。
而成長之後能夠選擇的特職中，又有武僧、龍騎士、忍者、武士、奪魂者、毒蛇劍士、
吟遊詩人、機工士、舞者、黑魔道士、召喚士、赤魔道士、繪靈法師、青魔道士等等可供選擇。

另外，在進攻職業中，又分為擅長近距離戰鬥的近戰職業，
擅長弓箭、火槍等武器的遠程物理職業、以及擅長魔法的遠程魔法職業等三種不同類型。",0,230903,0
1807,,,,0,0,0
1808,,,,0,0,0
1809,,,,0,0,0
1810,,,,0,0,0
1811,,,,0,0,0
1812,,,,0,0,0
1813,,,,0,0,0
1814,,,,0,0,0
1815,,,,0,0,0
1816,,,,0,0,0
1817,,,,0,0,0
1818,,,,0,0,0
1819,,,,0,0,0
1820,,,,0,0,0
1821,,,,0,0,0
1822,,,,0,0,0
1823,,,,0,0,0
1824,,,,0,0,0
1825,,,,0,0,0
1826,,,,0,0,0
1827,,,,0,0,0
1828,,,,0,0,0
1829,,,,0,0,0
1830,,,,0,0,0
1831,,,,0,0,0
1832,,,,0,0,0
1833,,,,0,0,0
1834,,,,0,0,0
1835,,,,0,0,0
1836,,,,0,0,0
1837,,,,0,0,0
1838,,,,0,0,0
1839,,,,0,0,0
1840,,,,0,0,0
1841,,,,0,0,0
1842,,,,0,0,0
1843,,,,0,0,0
1844,,,,0,0,0
1845,,,,0,0,0
1846,,,,0,0,0
1847,,,,0,0,0
1848,,,,0,0,0
1849,,,,0,0,0
1850,,,,0,0,0
1851,,,,0,0,0
1852,,,,0,0,0
1853,,,,0,0,0
1854,,,,0,0,0
1855,,,,0,0,0
1856,,,,0,0,0
1857,,,,0,0,0
1858,,,,0,0,0
1859,,,,0,0,0
1860,,,,0,0,0
1861,,,,0,0,0
1862,,,,0,0,0
1863,,,,0,0,0
1864,,,,0,0,0
1865,,,,0,0,0
1866,,,,0,0,0
1867,,,,0,0,0
1868,,,,0,0,0
1869,,,,0,0,0
1870,,,,0,0,0
1871,,,,0,0,0
1872,,,,0,0,0
