#,Text,GroupTitle,LookupTable,Group,Key
2926,槍管熱度量譜,qiangguanreduliangpu,,28,102
2927,過熱,guore,,28,103
2928,暗血量譜,anxueliangpu,,28,110
2930,奧秘量譜,aomiliangpu,,28,120
2931,雪月花量譜,xueyuehualiangpu,,28,130
2932,閃,shan,,28,131
2933,劍氣量譜,jianqiliangpu,,28,132
2934,劍氣,jianqi,,28,133
2935,平衡量譜,pinghengliangpu,,28,140
2936,白魔元,baimoyuan,,28,141
2937,黑魔元,heimoyuan,,28,142
2938,暗黑量譜,anheiliangpu,,28,111
2939,血百合,xuebaihe,,28,52
2940,機工量譜,jigongliangpu,,28,100
2941,電能量譜,diannengliangpu,,28,101
2942,晶壤量譜,jingrangliangpu,,28,150
2943,舞步量譜,wubuliangpu,,28,160
2944,幻扇量譜,huanshanliangpu,,28,161
2946,劍壓量譜,jianyaliangpu,,28,134
2947,靈魂量值,linghunliangzhi,,28,1000
2948,夜遊魂量譜,yeyouhunliangpu,,28,1003
2949,均衡量譜,junhengliangpu,,28,1010
2950,蛇膽量譜,shedanliangpu,,28,1011
2951,象形拳量譜,xiangxingquanliangpu,,28,13
2952,魔元集量譜,moyuanjiliangpu,,28,143
2953,伶俐量譜,lingliliangpu,,28,162
2954,尾聲量譜,weishengliangpu,,28,44
2955,靈魂吟唱量譜,linghunzhishengliangpu,,28,42
2956,悖論量譜,beilunliangpu,,28,63
2957,蛇膽,shedan,,28,1012
2958,蛇刺,sheci,,28,1013
2959,暗技,anji,,28,112
2960,通曉,tongxiao,,28,62
2961,劍壓,jianya,,28,135
2963,脈輪,mailun,,28,14
2964,鬥氣,douqi,,28,12
2965,魂衣,hunyi,,28,1002
2966,魂衣量譜,hunyiliangpu,,28,1001
2967,伶俐,lingli,,28,163
2968,虛無魂,xuwuhun,,28,1004
2969,夜遊魂鐮刀,yeyouhun,,28,1005
2970,靈魂吟唱,linghunzhisheng,,28,43
2971,天龍眼,tianlongyan,,28,32
2972,功力,gongli,,28,15
2973,風纏量譜,fengchanliangpu,,28,93
2974,風纏,fengchan,,28,94
2975,星極量譜,xingjiliangpu,,28,64
2976,星極魂,xingjihun,,28,65
2977,毒蛇量譜,kuisheliangpu,,28,1100
2978,飛蛇之魂,feishezhihun,,28,1101
2979,靈力量譜,lingliliangpu2,,28,1102
2980,靈力,lingli2,,28,1103
2981,畫布量譜,huabuliangpu,,28,1200
2982,調色量譜,tiaoseliangpu,,28,1201
2983,白色顏料,baiseyanliao,,28,1203
2984,黑色顏料,heiseyanliao,,28,1204
3000,【金碟遊樂園】,jindieyoulechang.,@,25,0
3001,陸行鳥競賽,luxingniaojingsai,,25,200
3002,競賽陸行鳥,jingsailuxingniao,,25,201
3003,新陸行鳥,xinluxingniao,,25,202
3004,退役陸行鳥,tuiyiluxingniao,,25,203
3005,配種,peizhong,,25,204
3006,羽力,yuli,,25,205
3007,血統等級,xuetongdengji,,25,206
3008,隨機賽道,suijisaidao,,25,210
3009,荒野大道,huangyedadao,,25,211
3010,恬靜小路,tianjingxiaolu,,25,213
3011,九宮幻卡,jiugonghuanka,,25,300
3012,卡片,kapian,,25,301
3013,卡片類型,kapianleixing,,25,302
3014,稀有度,xiyoudu,,25,303
3015,對局,duiju,,25,304
3016,大賽,dasai,,25,305
3017,九宮幻卡大賽,jiugonghuankadasai,,25,306
3018,積分,jifen,,25,307
3019,特殊規則,teshuguize,,25,308
3020,流行規則,liuxingguize,,25,309
3021,對局規則,duijuguize,,25,310
3022,大賽規則,dasaiguize,,25,311
3023,全明牌,quanmingpai,,25,312
3024,三明牌,sanmingpai,,25,313
3025,同數,tongshu,,25,314
3026,不勝不休,bushengbuxiu,,25,315
3027,加算,jiasuan,,25,316
3028,隨機,suiji,,25,317
3029,秩序,zhixu,,25,318
3030,混亂,hunluan,,25,319
3031,逆轉,nizhuan,,25,320
3032,王牌殺手,wangpaishashou,,25,321
3033,同類強化,tongleiqianghua,,25,322
3034,同類弱化,tongleiruohua,,25,323
3035,交換,jiaohuan,,25,324
3036,天選,tianxuan,,25,325
3037,卡組,kazu,,25,327
3038,希望規則：,xiwangguize,,25,328
3039,G.A.T.E.事件,jiyurenwu,,25,1
3040,仙人彩,xianrencai,,25,100
3041,仙人仙彩,xianrenxiancai,,25,101
3042,仙人微彩,xianrenweicai,,25,102
3043,中選號碼,zhongxuanhaoma,,25,103
3044,萌寵之王,mengchongzhiwang,,25,400
3045,設施特效,sheshitexiao,,25,401
3046,奧秘核石,aomiheshi,,25,402
3047,萌寵之門,mengchongzhimen,,25,403
3048,防禦盾,fangyudun,,25,404
3049,探索眼,tansuoyan,,25,405
3050,動物,dongwu,,25,410
3051,玩偶,wanou,,25,411
3052,機件,jijian,,25,413
3053,特殊技,teshuji,,25,406
3054,陷阱,xianjing,,25,407
3055,暴風倖存者,penfengzhongdexingcunzhe,,25,2
3056,搶救小雛鳥大作戰,xiaochuniaodeyingjiuzhe,,25,3
3060,太陽海岸,taiyanghaian,,25,212
3061,魔物,mowu,,25,412
3062,登高跳跳樂大挑戰,xujingtiaotiaoledatiaozhan,,25,7
3063,空軍裝甲駕駛員,kongjunzhuangjiajiashiyuan,,25,8
3064,多瑪方城戰,duomafangchengzhan,,25,500
3065,快刀斬魔,kuaidaozhanmo,,25,9
3300,【狀態變化】,zhuangtaibianhua.,@,26,0
3301,麻痺,mabi,,26,2
3302,沉默,chenmo,,26,3
3303,眩暈,xuanyun,,26,4
3304,睡眠,shuimian,,26,5
3305,加重,jiazhong,,26,6
3306,石化,shihua,,26,7
3307,魅惑,meihuo,,26,8
3308,吸收,xishou,,26,9
3309,拘束,jushu,,26,10
3310,變身,bianshen,,26,11
3311,中毒,zhongdu,,26,1
3313,選拔,xuanba,,25,326
3314,官方錦標賽,guanfangjinbiaosai,,25,329
3500,,yuanquan,,8,101
3501,,cha,,8,102
3502,,sanjiao,,8,103
3503,,fangkuai,,8,104
3504,內圈,neiquan,,8,1000
3505,外圈,waiquan,,8,1001
3506,順時針轉,shunshizhenzhuan,,8,1002
3507,逆時針轉,nishizhenzhuan,,8,1003
3508,攻擊姿態,gongjizitai,,8,1004
3509,防禦姿態,fangyuzitai,,8,1005
3510,預兆,yuzhao,,8,1050
3511,視線,shixian,,8,1051
3512,圓形,yuanxing,,8,1052
3513,扇形,shanxing,,8,1053
3514,對角線,duijiaoxian,,8,1054
3515,直線,zhixian,,8,1055
3516,環形,huanxing,,8,1056
3517,線,xian,,8,1057
3518,球,qiu,,8,1058
3519,地面,dimian,,8,1059
3520,牆壁,qiangbi,,8,1060
3521,柱子,zhuzi,,8,1061
3522,岩石,yanshi,,8,1062
3523,炎,yan,,8,1063
3524,水,shui,,8,1064
3525,冰,bing,,8,1065
3526,,shizi,,8,105
3527,爆炸,baozha,,8,1066
3528,同時,tongshi,,8,1067
3529,交替,jiaoti,,8,1068
3531,合體,heti,,8,1070
3535,集合,jihe,,8,1074
3536,散開,sankai,,8,1075
3540,分擔傷害,fendanshanghai,,8,1076
3541,反射傷害,fansheshanghai,,8,1077
3542,持續傷害,chixushanghai,,8,1078
3543,模式變更,moshibiangeng,,8,1100
3544,階段,jieduan,,8,1101
3545,累積型強化,jileixingqianghua,,8,1102
3546,累積型弱化,jileixingruohua,,8,1103
3547,隨機目標,suijimubiao,,8,1104
3548,距離變化傷害,julibianhuashanghai,,8,1079
3600,【深層迷宮】,shencengmigong,@,27,0
3601,傳送石塚,chuansongshizhong,,27,1
3602,再生石塚,zaishengshizhong,,27,2
3603,魔陶器：咒印解除,motaoqizhouyinjiechu,,27,100
3604,魔陶器：全景,motaoqiquanjing,,27,101
3605,魔陶器：強化自身,motaoqiqianghuazishen,,27,102
3606,魔陶器：強化防禦,motaoqiqianghuafangyu,,27,103
3607,魔陶器：寶箱增加,motaoqibaoxiangzengjia,,27,104
3608,魔陶器：減少敵人,motaoqijianshaodiren,,27,105
3609,魔陶器：改變敵人,motaoqigaibiandiren,,27,106
3610,魔陶器：解咒,motaoqijiezhou,,27,107
3611,魔陶器：運氣上升,motaoqiyunqishangsheng,,27,108
3612,魔陶器：形態變化,motaoqixingtaibianhua,,27,109
3613,魔陶器：魔法效果解除,motaoqimofaxiaoguojiechu,,27,110
3614,魔陶器：蠍尾獅化,motaoqimantikehua,,27,111
3615,魔陶器：魅魔化,motaoqimengmohua,,27,112
3616,魔陶器：感知寶藏,motaoqiganzhibaozang,,27,113
3617,魔陶器：復生,motaoqichongsheng,,27,114
3618,魔陶器：基路伯化,motaoqijilubohua,,27,115
3619,魔陶器：弱化敵人,motaoqiruohuadiren,,27,116
3620,魔陶器：隱形,motaoqiyinxing,,27,117
3621,魔陶器：石化敵人,motaoqishihuadiren,,27,118
3622,伊弗利特魔石,yifulitemoshi,,27,200
3623,泰坦魔石,taitanmoshi,,27,201
3624,迦樓羅魔石,jialouluomoshi,,27,202
3625,奧汀魔石,aodingmoshi,,27,203
3626,傳送燈籠,chuansongdenglong,,27,3
3627,再生燈籠,zaishengdenglong,,27,4
3628,再生裝置,zaishengzhuangzhi,,27,5
3629,傳送裝置,chuansongzhuangzhi,,27,6
3630,烏內亞靈複製體,wuneiyalingfuzhiti,,27,220
3631,多加亞靈複製體,duojiayalingfuzhiti,,27,221
3632,洋蔥騎士亞靈複製體,yangcongjianshiyalingfuzhiti,,27,222
3633,魔科學器：緩速,mokexueqihuansu,,27,119
3634,魔科學器：大漩渦,mokexueqidaxuanwo,,27,120
3635,魔科學器：恐慌裝甲化,mokexueqikonghuangzhuangjiahua,,27,121
3636,魔科學器：咒印解除,mokexueqizhouyinjiechu,,27,122
3637,魔科學器：全景,mokexueqiquanjing,,27,123
3638,魔科學器：強化自身,mokexueqiqianghuazishen,,27,124
3639,魔科學器：強化防禦,mokexueqiqianghuafangyu,,27,125
3640,魔科學器：寶箱增加,mokexueqibaoxiangzengjia,,27,126
3641,魔科學器：減少敵人,mokexueqijianshaodiren,,27,127
3642,魔科學器：改變敵人,mokexueqigaibiandiren,,27,128
3643,魔科學器：解咒,mokexueqijiezhou,,27,129
3644,魔科學器：運氣上升,mokexueqiyunqishangsheng,,27,130
3645,魔科學器：形態變化,mokexueqixingtaibianhua,,27,131
3646,魔科學器：魔法效果解除,mokexueqimofaxiaoguojiechu,,27,132
3647,魔科學器：感知寶藏,mokexueqiganzhibaozang,,27,133
3648,魔科學器：復生,mokexueqichongsheng,,27,134
4000,魔素板,mosuban,,17,430
4001,魔素融合器,mosurongheqi,,17,431
4002,魔素石,mosushi,,17,432
4003,屬性值,shuxingzhi,,17,433
4004,元素等級,yuansudengji,,17,434
4005,文理碎晶,wenlisuijing,,17,435
4007,文理融合器,wenlirongheqi,,17,437
4008,文理技能,wenlijineng,,17,438
4009,禁地兵裝,jindibingzhuang,,17,439
4011,自定賽,zidingsai,,17,55
4012,金碟幣,jindiebi,,17,106
4013,探險幣,tanxianbi,,17,107
4014,老主顧交易,laozhugujiaoyi,,17,355
4017,重建伊修加爾德,chongjianyixiujiade,,17,357
4019,出海垂釣,chuhaichuidiao,,17,360
4020,天鋼工具,tianganggongju,,17,359
4021,幻巧拼圖,huanqiaopintu,,17,361
4022,失傳技能,shichuanjineng,,17,445
4023,失傳技能庫,shichuanjinengku,,17,444
4024,失傳技能保管箱,shichuanjinengbaoguanxiang,,17,443
4025,失傳碎晶,shichuansuijing,,17,442
4026,戰果,zhanguo,,17,440
4027,義軍等級,yijundengji,,17,441
4028,自由探索,ziyoutansuo,,17,74
4030,博茲雅晶簇,boziyajingcu,,17,446
4031,時尚配件,shishangpeishi,,17,203
4032,義軍武器,yijunwuqi,,17,448
4033,博茲雅搜尋器,boziyasousuoqi,,17,447
4034,慶典,qingdian,,17,358
4037,隨身見聞錄,suishenjianwenlu,,17,362
4038,戰利水晶,zhanlishuijing,,17,108
4039,肖像,xiaoxiang,,17,363
4040,冒險者銘牌,maoxianzhemingpai,,17,364
4041,開拓無人島,kaituowurendao,,17,365
4042,亞拉戈因果神典石,yalageyinguoshendianshi,,17,169
4043,曼德維爾武器,mandeweierwuqi,,17,449
4044,莫雯卓越工具,mowenzhuoyuegongju,,17,366
4045,亞拉戈神曲神典石,yalageshenqushendianshi,,17,170
4046,亞拉戈美學神典石,yalagemeixueshendianshi,,17,171
4047,亞拉戈天道神典石,yalagetiandaoshendianshi,,17,172
5000,大型任務,daxingrenwu,,24,3001
5001,每日挑戰,meiritiaozhan,,24,6002
5002,岩燕廟,yanyanmiao,,24,1210
5003,封閉聖塔黎鐸拉納大燈塔,fengbishengtaliduolanadadengta,,24,3522
5004,月讀殲滅戰,yuedujianmiezhan,,24,2220
5005,極 月讀殲滅戰,yueduyouyejianmiezhan,,24,2221
5006,絕 究極武器殲滅戰,jiujishenbingjuejingzhan,,24,3401
5007,天之御柱,tianzhiyuzhu,,24,4002
5008,火龍狩獵戰,xionghuolongshouliezhan,,24,2225
5009,極 火龍狩獵戰,xionghuolongshangweishouliezhan,,24,2226
5010,恆冰之地,hengbingzhidi,,24,4052
5011,賽蓮海,yaogehai,,24,1200
5012,阿拉米格,alamige,,24,1205
5013,蒼天幻想 圓桌騎士殲滅戰,yuanzhuoqishihuanxiangjianmiezhan,,24,2111
5014,終末焦土,zhongmojiaotu,,24,1211
5015,朱雀征魂戰,zhuquezhenhunzhan,,24,2227
5016,極 朱雀征魂戰,zhuqueshihunzhan,,24,2228
5017,阿爾法幻境,aerfahuanjing,,24,3104
5018,湧火之地,yonghuozhidi,,24,4053
5019,黃金閣,huangjinge,,24,1206
5020,雲冠群島,yunguanqundao,,24,4049
5021,基姆利特暗區,jimuliteanqu,,24,1212
5022,青龍征魂戰,qinglongzhenhunzhan,,24,2229
5023,極 青龍征魂戰,qinglongshihunzhan,,24,2230
5024,樂欲之所甌博訥修道院,leyuzhisuooubonexiudaoyuan,,24,3523
5025,豐水之地,fengshuizhidi,,24,4054
5026,隱塞（機動戰）,yinsaijidongzhan,,24,6302
5027,水灘村,shuitancun,,24,1213
5028,多恩美格禁園,duoenmeigejinyuan,,24,1214
5029,奇坦那神影洞,qitannashenyingdong,,24,1215
5030,馬利卡大井,malikadajing,,24,1216
5031,格魯格火山,gelugehuoshan,,24,1217
5032,亞馬烏羅提,yamawuluoti,,24,1218
5033,希爾科斯孿晶塔,xierkesiluanjingta,,24,1219
5034,阿尼德羅學院,anideluoxueyuan,,24,1220
5035,緹坦妮雅殲滅戰,titanniyajianmiezhan,,24,2232
5036,極 緹坦妮雅殲滅戰,titanniyajianjizhan,,24,2233
5037,無瑕靈君殲滅戰,wuxialingjunjianmiezhan,,24,2234
5038,極 無瑕靈君殲滅戰,wuxialingjunjianjizhan,,24,2235
5039,黑迪斯殲滅戰,hadisijianmiezhan,,24,2236
5040,伊甸希望樂園,yidianxiwangleyuan,,24,3105
5041,伊甸零式希望樂園,yidianlingshixiwangleyuan,,24,3106
5042,覺醒之章,juexingzhizhang,,24,3107
5043,真 保鑣殲滅戰,baobiaojianmiezhan,,24,2231
5044,巴爾德西昂兵武塔,baerdexiangbingwuta,,24,4055
5045,宇宙宮,yuzhougong,,24,1221
5046,極 黑迪斯殲滅戰,hadisigunianjianmiezhan,,24,2237
5047,絕 亞歷山大殲滅戰,yalishandajuejingzhan,,24,3402
5048,複製工廠廢墟,fuzhigongchangfeixu,,24,3530
5049,昂薩哈凱爾（競爭戰）,angsahakaierjingzhengzhan,,24,6209
5050,阿尼德羅追憶館,anideluozhuiyiguan,,24,1222
5051,共鳴之章,gongmingzhizhang,,24,3108
5052,紅寶石武器破壞作戰,hongbaoshishenbingpohuaizuozhan,,24,2238
5053,極 紅寶石武器破壞作戰,hongbaoshishenbingkuangxiangzuozhan,,24,2239
5054,極 博茲雅堡壘追憶戰,boziyabaoleizhuiyizhan,,24,2240
5055,南方博茲雅戰線,nanfangboziyazhanxian,,24,4057
5056,諾弗蘭特,nuofulante,,24,1223
5057,光之戰士殲滅戰,guangzhizhanshijianmiezhan,,24,2241
5058,極 光之戰士殲滅戰,guangzhizhanshihuanyaojianmiezhan,,24,2242
5059,人偶軍事基地,renoujunshijidi,,24,3531
5061,衝突戰,chongtuzhan,,24,4058
5062,緊急遭遇戰,jinjizaoyuzhan,,24,4059
5063,天佑女王,tianyounvwang,,24,4056
5064,瑪托雅工作室,matuoyagongzuoshi,,24,1224
5065,再生之章,zaishengzhizhang,,24,3109
5066,綠寶石武器破壞作戰,lvbaoshishenbingpohuaizuozhan,,24,2244
5067,極 綠寶石武器破壞作戰,lvbaoshishenbingkuangxiangzuozhan,,24,2245
5068,女王古殿,nvwanggudian,,24,4061
5070,帝國湖岸堡攻城戰,diguohuanbaogongchengzhan,,24,4060
5071,帕戈爾贊草原,pageerzancaoyuan,,24,1225
5072,鑽石武器捕獲作戰,zuanshishenbingbuhuozuozhan,,24,2247
5073,極 鑽石武器捕獲作戰,zuanshishenbingkuangxiangzuozhan,,24,2248
5074,希望之砲臺：“塔”,xiwangzhipaotaita,,24,3532
5076,扎杜諾爾高原,zhadunuoergaoyuan,,24,4062
5077,旗艦達爾里阿達號攻略戰,qijiandaerliadahaogonglvezhan,,24,4063
5078,佐特塔,zuoteta,,24,1226
5079,巴別塔,babieta,,24,1227
5080,萬相森國,wanxiangsenguo,,24,1228
5081,極北造物院,jibeizaowuyuan,,24,1229
5082,尋因星晶鏡,xunyinxingjingjing,,24,1230
5083,末世終跡,moshizhongji,,24,1231
5084,笑笑鎮,xiaoxiaozhen,,24,1232
5085,斯提格瑪四,sitigemasi,,24,1233
5086,佐狄亞克殲滅戰,zuodiyakejianmiezhan,,24,2250
5087,極 佐狄亞克殲滅戰,zuodiyakeminganjianmiezhan,,24,2251
5088,海德林殲滅戰,haidelinjianmiezhan,,24,2252
5089,極 海德林殲滅戰,haidelinhuiguangjianmiezhan,,24,2253
5090,終結之戰,zhongjiezhizhan,,24,2254
5091,萬魔殿,wanmodian,,24,3110
5092,零式萬魔殿,lingshiwanmodian,,24,3111
5093,邊境之獄,bianjingzhiyu,,24,3112
5094,近東秘寶阿爾扎達爾海底遺跡群,jindongmibaoaerzhadaerhaidiyijiqun,,24,1234
5095,終極之戰,zhongjizhizhan,,24,2255
5097,燦爛神域阿格萊亞,canlanshenyuagelaiya,,24,3533
5098,絕 龍詩戰爭,huanxianglongshijuejingzhan,,24,3403
5099,水晶衝突,shuijingchongtu,,24,6303
5100,角力學校,juelixuexiao,,24,6304
5101,火山之心,huoshanzhixin,,24,6305
5102,九霄雲上,jiuxiaoyunshang,,24,6306
5103,巴爾巴莉希亞殲滅戰,baerbalixiyajianmiezhan,,24,2257
5104,極 巴爾巴莉希亞殲滅戰,baerbalixiyajianjizhan,,24,2258
5106,煉淨之獄,lianjingzhiyu,,24,3113
5107,特羅亞宮廷,teluoyagongting,,24,1235
5108,多變迷宮,duobianmigong,,24,4100
5109,異聞迷宮,yiwenmigong,,24,4101
5110,希拉狄哈水道,xiladihashuidao,,24,4102
5111,異聞希拉狄哈水道,yiwenxiladihashuidao,,24,4103
5112,零式異聞希拉狄哈水道,lingshiyiwenxiladihashuidao,,24,4104
5113,冥魂石洞,minghunshidong,,24,1236
5114,正統優雷卡,zhengtongyouleika,,24,4003
5115,絕 歐米茄驗證戰,oumijiajuejingyanzhengzhan,,24,3404
5116,喜悅神域歐芙洛緒涅,xiyueshenyuoufuluoxunie,,24,3534
5117,盧比坎特殲滅戰,lubikantejianmiezhan,,24,2260
5118,極 盧比坎特殲滅戰,lubikantejianjizhan,,24,2261
5120,機關大殿,jiguandadian,,24,6307
5121,哈姆島,hamudao,,24,1237
5122,荒天之獄,huangtianzhiyu,,24,3114
5123,高貝扎殲滅戰,gaobeizhajianmiezhan,,24,2263
5124,極 高貝扎殲滅戰,gaobeizhajianjizhan,,24,2264
5126,六根山,liugenshan,,24,4105
5127,異聞六根山,yiwenliugenshan,,24,4106
5128,零式異聞六根山,lingshiyiwenliugenshan,,24,4107
5129,月面地下溪谷,yuemiandixiaxigu,,24,1238
5130,榮華神域塔利亞,ronghuashenyutaliya,,24,3535
5131,阿羅阿羅島,aluoaluodao,,24,4108
5132,異聞阿羅阿羅島,yiwenaluoaluodao,,24,4109
5133,零式異聞阿羅阿羅島,lingshiyiwenaluoaluodao,,24,4110
5135,阿修羅殲滅戰,axiuluojianmiezhan,,24,2269
5136,澤羅姆斯殲滅戰,zeluomusijianmiezhan,,24,2266
5137,極 澤羅姆斯殲滅戰,zeluomusijianjizhan,,24,2267
5138,赤土紅沙,chituhongsha,,24,6308
5139,生息河岸,shengxihean,,24,1239
5140,沃克佐莫山,wokezuomoshan,,24,1240
5141,深空天坑,shenkongtiankeng,,24,1241
5142,先鋒營,xianfengying,,24,1242
5143,創生設施,chuangshengsheshi,,24,1243
5144,亞歷山德里亞,yalishandeliya,,24,1244
5145,仙人掌谷,xianrencigu,,24,1245
5146,迷途鬼區,mituguiqu,,24,1246
5147,艷翼蛇鳥殲滅戰,yanyisheniaojianmiezhan,,24,2270
5148,極 艷翼蛇鳥殲滅戰,yanyisheniaojianjizhan,,24,2271
5149,佐拉加殲滅戰,zuolajiajianmiezhan,,24,2272
5150,極 佐拉加殲滅戰,zuolajiajianjizhan,,24,2273
5151,永恆女王殲滅戰,yonghengnvwangjianmiezhan,,24,2274
5152,阿卡狄亞登天鬥技場,akadiyadengtiandoujichang,,24,3115
5153,阿卡狄亞零式登天鬥技場,akadiyalingshidengtiandoujichang,,24,3116
5154,輕量級,qingliangji,,24,3117
5156,朱諾：第一巡行,zhunuodiyixunxing,,24,3536
5157,幻 白虎征魂戰,baihuhuanqiaozhan,,24,2276
5158,極 永恆女王殲滅戰,yonghengnvwangyixiangjianmiezhan,,24,2275
5159,玉韋亞瓦塔實驗站,yuweiyawatashiyanzhan,,24,1247
